id,typnam,familyicon,genericicon
1020031,CAST_JAXRS_Service,WebService,WebService
1020032,CAST_JAXRS_Port,DatabaseConnection,Port
1020033,CAST_JAXRS_GetOperation,ResourceServiceGet,ResourceServiceGet
1020034,CAST_JAXRS_PostOperation,ResourceServicePost,ResourceServicePost
1020035,CAST_JAXRS_PutOperation,ResourceServicePut,ResourceServicePut
1020036,CAST_JAXRS_DeleteOperation,ResourceServiceDelete,ResourceServiceDelete
1020037,CAST_SpringMVC_Service,WebService,WebService
1020038,CAST_SpringMVC_Port,DatabaseConnection,Port
1020039,CAST_SpringMVC_GetOperation,ResourceServiceGet,ResourceServiceGet
1020040,CAST_SpringMVC_PostOperation,ResourceServicePost,ResourceServicePost
1020041,CAST_SpringMVC_PutOperation,ResourceServicePut,ResourceServicePut
1020042,CAST_SpringMVC_DeleteOperation,ResourceServiceDelete,ResourceServiceDelete
1020043,CAST_NodeJS_Service,WebService,WebService
1020044,CAST_NodeJS_Port,DatabaseConnection,Port
1020045,CAST_NodeJS_GetOperation,ResourceServiceGet,ResourceServiceGet
1020046,CAST_NodeJS_PostOperation,ResourceServicePost,ResourceServicePost
1020047,CAST_NodeJS_PutOperation,ResourceServicePut,ResourceServicePut
1020048,CAST_NodeJS_DeleteOperation,ResourceServiceDelete,ResourceServiceDelete
1020050,CAST_JQuery_Selector,Function,FunctionBlueBracket
1020052,CAST_NodeJS_Unknown_Database_Table,Table,UnresolvedTable
1020058,CAST_J2EE_HTML5_JavaScript_SourceCode_Fragment,File,Fragment_JS
1020060,CAST_JQuery_GetResourceService,ResourceServiceGet,ResourceServiceGet
1020061,CAST_JQuery_PutResourceService,ResourceServicePut,ResourceServicePut
1020062,CAST_JQuery_PostResourceService,ResourceServicePost,ResourceServicePost
1020075,CAST_AngularJS_GetHttpService,ResourceServiceGet,ResourceServiceGet
1020076,CAST_AngularJS_PutHttpService,ResourceServicePut,ResourceServicePut
1020077,CAST_AngularJS_PostHttpService,ResourceServicePost,ResourceServicePost
1020078,CAST_AngularJS_DeleteHttpService,ResourceServiceDelete,ResourceServiceDelete
1020079,CAST_AngularJS_DeleteResourceService,ResourceServiceDelete,ResourceServiceDelete
1020082,CAST_SpringMVC_AnyOperation,WebService,WebService
1020083,CAST_JQuery_DeleteResourceService,ResourceServiceDelete,ResourceServiceDelete
1020084,CAST_SAPUI5_JSView,UIView,UIView
1020085,CAST_SAPUI5_XMLView,UIView,UIView
1020086,CAST_SAPUI5_JSONView,UIView,UIView
1020087,CAST_SAPUI5_HTMLView,UIView,UIView
1020089,CAST_SAPUI5_Controller,Package,PackageRed
1020090,CAST_SAPUI5_Component,Process,ProcessRed
1020091,CAST_SAPUI5_ModelFunction,Function,FunctionOrangeModel
1020092,CAST_SAPUI5_Application,Package,Application_SAPUI5
1020093,CAST_SAPUI5_Object,Package,Module
1020094,CAST_SAPUI5_ODataModel,DataBlock,DataObject
1020112,CAST_HTML5_WebSocketService,WebService,WebService
1020113,CAST_HTML5_GetXMLHttpRequestService,ResourceServiceGet,ResourceServiceGet
1020114,CAST_HTML5_UpdateXMLHttpRequestService,ResourceServicePut,ResourceServicePut
1020115,CAST_HTML5_PostXMLHttpRequestService,ResourceServicePost,ResourceServicePost
1020116,CAST_HTML5_DeleteXMLHttpRequestService,ResourceServiceDelete,ResourceServiceDelete
1020123,CAST_HTML5_CSS_SourceCode,File,File_CSS
1020126,CAST_NodeJS_UseOperation,WebService,WebService
1020127,CAST_HTML5_CSS_SourceCode_Fragment,File,Fragment_CSS
1020128,CAST_NodeJS_GetHttpRequestService,ResourceServiceGet,ResourceServiceGet
1020129,CAST_NodeJS_PostHttpRequestService,ResourceServicePost,ResourceServicePost
1020130,CAST_NodeJS_DeleteHttpRequestService,ResourceServiceDelete,ResourceServiceDelete
1020135,CAST_NodeJS_PutHttpRequestService,ResourceServicePut,ResourceServicePut
1020150,CAST_AngularJS_Application,Package,Application_AngularJS
1020161,CAST_HTML5_JEE_Struts_Action_Access,Service,ServiceOrange
1020162,CAST_HTML5_JEE_Servlet_Mapping_Access,Service,ServiceOrange
1020163,CAST_HTML5_JEE_Scoped_Bean_Access,Service,ServiceOrange
1020164,CAST_HTML5_JEE_Class_Import,Class,Class
1020165,CAST_HTML5_JEE_Method_Call,CallToJavaProgram,CallToJavaProgram
1020166,CAST_HTML5_JSP_Content,File,File_JSP
1020168,CAST_HTML5_GetHttpRequestService,ResourceServiceGet,ResourceServiceGet
1020169,CAST_HTML5_PostHttpRequestService,ResourceServicePost,ResourceServicePost
1020171,CAST_Servlet_PostOperation,ResourceServicePost,ResourceServicePost
1020172,CAST_HTML5_ASP_Content,File,File_ASP
1020173,CAST_Servlet_PutOperation,ResourceServicePut,ResourceServicePut
1020174,CAST_Servlet_GetOperation,ResourceServiceGet,GetResourceService
1020175,CAST_Servlet_DeleteOperation,ResourceServiceDelete,ResourceServiceDelete
1020176,CAST_Servlet_AnyOperation,WebService,WebService
1020177,CAST_HTML5_PutHttpRequestService,ResourceServicePut,ResourceServicePut
1020178,CAST_HTML5_DeleteHttpRequestService,ResourceServiceDelete,ResourceServiceDelete
1020179,CAST_HTML5_JavaScript_Class,Class,Class
1020180,CAST_HTML5_JavaScript_Method,Function,FunctionBlue
1020183,CAST_HTML5_JavaScript_Constructor,Constructor,Constructor
1020184,CAST_HTML5_ASPX_Content,File,File_ASPX
1020185,CAST_HTML5_HTC_Content,File,File_HTC
1020186,CAST_HTML5_Razor_Controller_Method_Call,WebService,WebService
1020187,CAST_HTML5_CSHTML_Content,File,File_CSHTML
1020188,CAST_HTML5_Razor_Controller_Method_Post,ResourceServicePost,ResourceServicePost
1020189,CAST_HTML5_Razor_Controller_Method_Get,ResourceServiceGet,ResourceServiceGet
1020215,CAST_NodeJS_Application,Package,Application_NodeJS
1020216,CAST_NodeJS_Marklogic_Database,Schema,Schema
1020217,CAST_NodeJS_Marklogic_Collection,Table,Table
1020218,CAST_NodeJS_CouchDB_Database,Schema,Schema
1020219,CAST_NodeJS_MongoDB_Connection,DatabaseConnection,DatabaseConnection
1020220,CAST_NodeJS_MongoDB_Collection,Table,Table
1020223,CAST_AspDotNet_GetOperation,ResourceServiceGet,ResourceServiceGet
1020224,CAST_AspDotNet_PostOperation,ResourceServicePost,ResourceServicePost
1020225,CAST_HTML5_Razor_GetService,ResourceServiceGet,ResourceServiceGet
1020226,CAST_HTML5_Razor_PostService,ResourceServicePost,ResourceServicePost
1020227,CAST_AspDotNet_PutOperation,ResourceServicePut,ResourceServicePut
1020228,CAST_AspDotNet_DeleteOperation,ResourceServiceDelete,ResourceServiceDelete
1020229,CAST_AspDotNet_AnyOperation,WebService,WebService
1020230,CAST_Thymeleaf_GetResourceService,ResourceServiceGet,ResourceServiceGet
1020231,CAST_Thymeleaf_PutResourceService,ResourceServicePut,ResourceServicePut
1020232,CAST_Thymeleaf_PostResourceService,ResourceServicePost,ResourceServicePost
1020233,CAST_Thymeleaf_DeleteResourceService,ResourceServiceDelete,ResourceServiceDelete
1020235,CAST_TS_SourceCode,File,File_TS
1020236,CAST_TS_Namespace,Namespace,Namespace
1020237,CAST_TS_Class,Class,Class
1020238,CAST_TS_Method,Function,TabMethod
1020239,CAST_TS_Interface,Class,Class
1020240,CAST_TS_Function,Function,FunctionGreen
1020241,CAST_ReactJS_Application,Package,Application_REACT
1020242,CAST_ReactJS_Component,Package,Module
1020243,CAST_HTML5_HTML_Fragment,File,Fragment_HTML
1020244,CAST_HTML5_JSX_SourceCode,File,File_JSX
1020245,CAST_TS_Angular_Component,Package,PackageRed
1020249,CAST_ActiveMQ_Java_QueueCall,QueueCall,QueueCall
1020250,CAST_ActiveMQ_Java_QueueReceive,QueueReceive,QueueReceive
1020251,CAST_TS_GetNgHttpService,ResourceServiceGet,ResourceServiceGet
1020252,CAST_TS_PostNgHttpService,ResourceServicePost,ResourceServicePost
1020253,CAST_TS_PutNgHttpService,ResourceServicePut,ResourceServicePut
1020254,CAST_TS_DeleteNgHttpService,ResourceServiceDelete,ResourceServiceDelete
1020255,CAST_DotNet_GetOperation,ResourceServiceGet,ResourceServiceGet
1020256,CAST_DotNet_PostOperation,ResourceServicePost,ResourceServicePost
1020257,CAST_DotNet_PutOperation,ResourceServicePut,ResourceServicePut
1020258,CAST_DotNet_DeleteOperation,ResourceServiceDelete,ResourceServiceDelete
1020259,CAST_DotNet_AnyOperation,WebService,WebService
1020260,CAST_TS_Angular_Directive,Package,PackageOrange
1020261,CAST_NodeJS_Express_Controller,Package,PackageOrange
1020262,CAST_ReactJS_Redux_Form,Form,Form
1020264,CAST_HTML5_JavaScript_Initialisation,File,Fragment_JS
1020265,CAST_HTML5_GetEventSourceService,ResourceServiceGet,ResourceServiceGet
1020267,CAST_Struts_PostOperation,ResourceServicePost,ResourceServicePost
1020268,CAST_Struts_GetOperation,ResourceServiceGet,ResourceServiceGet
1020269,CAST_Struts_Operation,WebService,WebService
1020270,CAST_SAPUI5_JSONModel,DataModule,DataModule
1020271,CAST_SAPUI5_XMLFragment,File,Fragment_XML
1020272,CAST_TS_ClassInitializer,Constructor,Constructor
1020291,CAST_NodeJS_External_Library,Folder,FolderDarkBlue
1020295,CAST_HTML5_Jade_SourceCode,File,File_Jade
1020298,CAST_SAP_MethodSQLScriptFunction,Function,FunctionBlue
1020299,CAST_SAP_MethodSQLScriptProcedure,Procedure,Procedure
1020300,CAST_NodeJS_Collection,Schema,Schema
1020301,CAST_NodeJS_LoopbackApplication,Package,Application_LoopBack
1020313,CAST_HTML5_AppletClassReference,Class,Class
1020314,CAST_J2EE_HTML5_Applet,Service,ServiceOrange
1020315,CAST_SAPUI5_ABAP_GetOperation,ResourceServiceGet,ResourceServiceGet
1020316,CAST_SAPUI5_ABAP_PostOperation,ResourceServicePost,ResourceServicePost
1020317,CAST_SAPUI5_ABAP_PutOperation,ResourceServicePut,ResourceServicePut
1020318,CAST_SAPUI5_ABAP_DeleteOperation,ResourceServiceDelete,ResourceServiceDelete
1020319,CAST_NodeJS_MQTT_Connection,Receive,Receive
1020320,CAST_NodeJS_MQTT_Publisher,QueueCall,QueueCall
1020321,CAST_NodeJS_MQTT_Subscriber,QueueReceive,QueueReceive
1020326,CAST_NodeJS_Seneca_Add,QueueCall,QueueCall
1020327,CAST_NodeJS_Seneca_Act,QueueReceive,QueueReceive
1020328,CAST_HTML5_BeanMethodReference,Class,Class
1020334,CAST_EAD4J_Operation,WebService,WebService
1020336,CAST_HYBRIS_GetHttpRequestService,ResourceServiceGet,ResourceServiceGet
1020337,CAST_HYBRIS_PostHttpRequestService,ResourceServicePost,ResourceServicePost
1020338,CAST_HYBRIS_PutHttpRequestService,ResourceServicePut,ResourceServicePut
1020339,CAST_HYBRIS_DeleteHttpRequestService,ResourceServiceDelete,ResourceServiceDelete
1020345,CAST_NodeJS_DynamoDB_Table,Table,Table
1020346,CAST_NodeJS_DynamoDB_Endpoint,DatabaseConnection,DatabaseConnection
1020347,CAST_NodeJS_S3_Bucket,Bucket,S3Bucket
1020348,CAST_NodeJS_S3_Region,Region,Region
1020349,CAST_NodeJS_Memcached_Value,DataSet,DataSet
1020350,CAST_NodeJS_Memcached_Connection,DatabaseConnection,DatabaseConnection
1020352,CAST_NodeJS_AWS_Lambda_Function_GET,ResourceServiceGet,ResourceServiceGet
1020353,CAST_NodeJS_AWS_Lambda_Function_PUT,ResourceServicePut,ResourceServicePut
1020354,CAST_NodeJS_AWS_Lambda_Function_POST,ResourceServicePost,PostResourceService
1020355,CAST_NodeJS_AWS_Lambda_Function_DELETE,ResourceServiceDelete,ResourceServiceDelete
1020356,CAST_NodeJS_AWS_Lambda_Function_ANY,WebService,WebService
1020359,CAST_NodeJS_CosmosDB_Database,Schema,Schema
1020360,CAST_NodeJS_CosmosDB_Collection,Table,Table
1020361,CAST_NodeJS_CosmosDB_Client,Schema,Schema
1020363,CAST_NodeJS_CosmosDB_Unknown_Database,Schema,UnknownSchema
1020364,CAST_NodeJS_CosmosDB_Unknown_Collection,Table,UnresolvedTable
1020365,CAST_NodeJS_CosmosDB_Unknown_Client,Schema,UnknownSchema
1020372,CAST_NodeJS_Java_Call,CallToJavaProgram,CallToJavaProgram
1020373,CAST_NodeJS_General_Call,CallToProgram,CallToProgram
1020374,CAST_NodeJS_AWS_Lambda,AWSLambdaFunction,AWSLambdaFunction
1020375,CAST_NodeJS_Redis_Connection,DatabaseConnection,DatabaseConnection
1020376,CAST_NodeJS_Redis_Collection,Table,Table
1020377,CAST_NodeJS_Restify_GET,ResourceServiceGet,ResourceServiceGet
1020378,CAST_NodeJS_Restify_PUT,ResourceServicePut,ResourceServicePut
1020379,CAST_NodeJS_Restify_POST,ResourceServicePost,ResourceServicePost
1020380,CAST_NodeJS_Restify_DELETE,ResourceServiceDelete,ResourceServiceDelete
1020381,CAST_NodeJS_Restify_ANY,WebService,WebService
1020382,CAST_NodeJS_Unknown_Redis_Connection,DatabaseConnection,UnknownDatabaseConnection
1020383,CAST_NodeJS_Unknown_Redis_Collection,Table,UnresolvedTable
1020384,CAST_AWSJava_AWS_Lambda,AWSLambdaFunction,AWSLambdaFunction
1020385,CAST_AWSJava_GetOperation,ResourceServiceGet,ResourceServiceGet
1020386,CAST_AWSJava_PostOperation,ResourceServicePost,ResourceServicePost
1020387,CAST_AWSJava_DeleteOperation,ResourceServiceDelete,ResourceServiceDelete
1020388,CAST_AWSJava_PutOperation,ResourceServicePut,ResourceServicePut
1020389,CAST_AWSJava_AnyOperation,WebService,WebService
1020390,CAST_Java_CallTo_AWS_Lambda,AWSLambdaFunctionInvokeBlack,AWSLambdaFunctionInvoke
1020394,CAST_VueJS_Get_Request_Service,ResourceServiceGet,ResourceServiceGet
1020395,CAST_VueJS_Post_Request_Service,ResourceServicePost,ResourceServicePost
1020396,CAST_VueJS_Put_Request_Service,ResourceServicePut,ResourceServicePut
1020397,CAST_VueJS_Delete_Request_Service,ResourceServiceDelete,ResourceServiceDelete
1020398,CAST_NodeJS_Unknown_S3_Bucket,Bucket,S3BucketGrey
1020399,CAST_NodeJS_Unknown_S3_Region,Region,RegionGrey
1020408,CAST_TS_Query,SQLNamedQuery,SQLNamedQuery
1020410,CAST_NodeJS_SQL_NamedQuery,SQLNamedQuery,SQLNamedQuery
1020411,CAST_NodeJS_Unknown_MongoDB_Connection,DatabaseConnection,UnknownDatabaseConnection
1020412,CAST_NodeJS_Unknown_MongoDB_Collection,Table,UnresolvedTable
1020421,CAST_NodeJS_Elasticsearch_Cluster,DatabaseConnection,DatabaseConnection
1020422,CAST_NodeJS_Elasticsearch_Index,Table,Table
1020423,CAST_NodeJS_Elasticsearch_Unknown_Index,Table,UnresolvedTable
1020424,CAST_NodeJS_Folder,Folder,FolderDarkBlue
1020425,CAST_NodeJS_Elasticsearch_Unknown_Cluster,DatabaseConnection,UnknownDatabaseConnection
1020448,CAST_HTML5_Razor_DeleteService,ResourceServiceDelete,ResourceServiceDelete
1020453,CAST_TS_GetHttpRequestService,ResourceServiceGet,ResourceServiceGet
1020454,CAST_TS_PostHttpRequestService,ResourceServicePost,ResourceServicePost
1020455,CAST_TS_PutHttpRequestService,ResourceServicePut,ResourceServicePut
1020456,CAST_TS_DeleteHttpRequestService,ResourceServiceDelete,ResourceServiceDelete
1020457,CAST_AngularJS_State,Process,ProcessGreen
1020458,CAST_Java_gRPC_Method,WebService,WebService
1020459,CAST_Java_CallTo_gRPC,WebService,WebService
1020460,CAST_NodeJS_AWS_SQS_Receiver,QueueReceive,QueueReceive
1020461,CAST_NodeJS_AWS_SQS_Publisher,QueueCall,QueueCall
1020462,CAST_NodeJS_AWS_SQS_Unknown_Receiver,QueueReceive,QueueReceive
1020463,CAST_NodeJS_AWS_SQS_Unknown_Publisher,QueueCall,QueueCall
1020465,CAST_TS_AWS_SQS_Receiver,QueueReceive,QueueReceive
1020466,CAST_TS_AWS_SQS_Publisher,QueueCall,QueueCall
1020467,CAST_TS_AWS_SQS_Unknown_Receiver,QueueReceive,QueueReceiveGrey
1020468,CAST_TS_AWS_SQS_Unknown_Publisher,QueueCall,QueueCallGrey
1020473,CAST_NodeJS_AnyOperation,WebService,WebService
1020474,CAST_AWSJava_SQSReceiver,QueueReceive,QueueReceive
1020475,CAST_HTML5_Pug_SourceCode,File,File_PUG
1020476,CAST_AWSDotNet_Lambda,AWSLambdaFunction,AWSLambdaFunction
1020477,CAST_AWSDotNet_SQS_Receiver,QueueReceive,QueueReceive
1020478,CAST_AWSDotNet_Lambda_Function_GET,ResourceServiceGet,ResourceServiceGet
1020479,CAST_AWSDotNet_Lambda_Function_POST,ResourceServicePost,ResourceServicePost
1020480,CAST_AWSDotNet_Lambda_Function_DELETE,ResourceServiceDelete,ResourceServiceDelete
1020481,CAST_AWSDotNet_Lambda_Function_PUT,ResourceServicePut,ResourceServicePut
1020482,CAST_AWSDotNet_Lambda_Function_ANY,WebService,WebService
1020485,CAST_NodeJS_Email,Service,ServiceBlue
1020490,CAST_NodeJS_AWS_Lambda_Call,AWSLambdaInvokeFunctionBlack,AWSLambdaInvokeFunction
1020497,CAST_AWSJava_S3_Bucket,Bucket,S3Bucket
1020498,CAST_AWSJava_Unknown_S3_Bucket,Bucket,S3BucketGrey
1020499,CAST_AWSJava_S3_Region,Region,Region
1020500,CAST_AWSJava_Unknown_S3_Region,Region,RegionGrey
1020501,CAST_NodeJS_AWS_SNS_Subscriber,QueueReceive,QueueReceive
1020506,CAST_SAPUI5_CDSView_Operation,WebService,WebService
1020508,CAST_NodeJS_AWS_SNS_Publisher,QueueCall,QueueCall
1020509,CAST_NodeJS_AWS_SNS_Unknown_Subscriber,QueueReceive,QueueReceiveGrey
1020510,CAST_NodeJS_AWS_SNS_Unknown_Publisher,QueueCall,QueueCallGrey
1020511,CAST_NodeJS_SMS,Service,ServiceBlue
1020513,CAST_NodeJS_AWS_Unknown_Lambda_Call,AWSLambdaFunctionInvokeBlack,AWSLambdaFunctionInvokeGrey
1020514,CAST_AWSDotNet_SNS_Subscriber,QueueReceive,QueueReceive
1020515,CAST_AWSDotNet_SNS_Publisher,QueueCall,QueueCall
1020516,CAST_AWSDotNet_SNS_Unknown_Subscriber,QueueReceive,QueueReceiveGrey
1020517,CAST_AWSDotNet_SNS_Unknown_Publisher,QueueCall,QueueCallGrey
1020518,CAST_AWSDotNet_Email,Service,ServiceBlue
1020519,CAST_AWSDotNet_SMS,Service,ServiceBlue
1020520,CAST_AWSJava_SNS_Subscriber,QueueReceive,QueueReceive
1020521,CAST_AWSJava_SNS_Publisher,QueueCall,QueueCall
1020522,CAST_AWSJava_SNS_Unknown_Subscriber,QueueReceive,QueueReceiveGrey
1020523,CAST_AWSJava_SNS_Unknown_Publisher,QueueCall,QueueCallGrey
1020524,CAST_AWSDotNet_PostHttpRequestService,ResourceServicePost,ResourceServicePost
1020525,CAST_AWSJava_Email,Service,ServiceBlue
1020526,CAST_AWSJava_SMS,Service,ServiceBlue
1020529,CAST_AWSJava_PostHttpRequestService,ResourceServicePost,ResourceServicePost
1020530,CAST_AWSDotNet_SQS_Publisher,QueueCall,QueueCall
1020531,CAST_AWSDotNet_SQS_Unknown_Publisher,QueueCall,QueueCallGrey
1020532,CAST_Java_CallTo_AWS_Unkown_Lambda,AWSLambdaFunctionInvokeBlack,AWSLambdaFunctionInvokeGrey
1020533,CAST_AWSDotNet_AWS_Lambda_Call,AWSLambdaFunctionInvokeBlack,AWSLambdaFunctionInvoke
1020534,CAST_AWSDotNet_Unknown_AWS_Lambda_Call,AWSLambdaFunctionInvokeBlack,AWSLambdaFunctionInvokeGrey
1020535,CAST_AWSDotNet_SQS_Unknown_Receiver,QueueReceive,QueueReceiveGrey
1020537,CAST_AWSDotNet_S3_Bucket,Bucket,S3Bucket
1020538,CAST_AWSDotNet_Unknown_S3_Bucket,Bucket,S3BucketGrey
1020539,CAST_AWSDotNet_S3_Region,Region,Region
1020540,CAST_AWSDotNet_Unknown_S3_Region,Region,RegionGrey
1021006,CAST_Python_SourceCode,File,File_Python
1021007,CAST_Python_Class,Class,Class
1021008,CAST_Python_Method,Function,TabMethod
1021009,CAST_Python_Script,File,File_Script
1021010,CAST_Python_GetRequestsService,ResourceServiceGet,ResourceServiceGet
1021011,CAST_Python_PostRequestsService,ResourceServicePost,ResourceServicePost
1021012,CAST_Python_PutRequestsService,ResourceServicePut,ResourceServicePut
1021013,CAST_Python_DeleteRequestsService,ResourceServiceDelete,ResourceServiceDelete
1021014,CAST_Python_GetHttplibService,ResourceServiceGet,ResourceServiceGet
1021015,CAST_Python_PostHttplibService,ResourceServicePost,ResourceServicePost
1021016,CAST_Python_PutHttplibService,ResourceServicePut,ResourceServicePut
1021017,CAST_Python_DeleteHttplibService,ResourceServiceDelete,ResourceServiceDelete
1021018,CAST_Python_GetHttplib2Service,ResourceServiceGet,ResourceServiceGet
1021019,CAST_Python_PostHttplib2Service,ResourceServicePost,ResourceServicePost
1021020,CAST_Python_PutHttplib2Service,ResourceServicePut,ResourceServicePut
1021021,CAST_Python_DeleteHttplib2Service,ResourceServiceDelete,ResourceServiceDelete
1021022,CAST_Python_GetAiohttpService,ResourceServiceGet,ResourceServiceGet
1021023,CAST_Python_PostAiohttpService,ResourceServicePost,ResourceServicePost
1021024,CAST_Python_PutAiohttpService,ResourceServicePut,ResourceServicePut
1021025,CAST_Python_DeleteAiohttpService,ResourceServiceDelete,ResourceServiceDelete
1021026,CAST_Python_GetUrllibService,ResourceServiceGet,ResourceServiceGet
1021027,CAST_Python_PostUrllibService,ResourceServicePost,ResourceServicePost
1021029,CAST_Python_GetUrllib2Service,ResourceServiceGet,ResourceServiceGet
1021030,CAST_Python_PostUrllib2Service,ResourceServicePost,ResourceServicePost
1021032,CAST_Python_Flask_GetOperation,ResourceServiceGet,ResourceServiceGet
1021033,CAST_Python_Flask_PostOperation,ResourceServicePost,ResourceServicePost
1021034,CAST_Python_Flask_PutOperation,ResourceServicePut,ResourceServicePut
1021035,CAST_Python_Flask_DeleteOperation,ResourceServiceDelete,ResourceServiceDelete
1021036,CAST_Python_External_Library,Folder,FolderDarkBlue
1021037,CAST_Python_PutUrllibService,ResourceServicePut,ResourceServicePut
1021038,CAST_Python_DeleteUrllibService,ResourceServiceDelete,ResourceServiceDelete
1021039,CAST_Python_Aiohttp_GetOperation,ResourceServiceGet,ResourceServiceGet
1021040,CAST_Python_Aiohttp_PostOperation,ResourceServicePost,ResourceServicePost
1021041,CAST_Python_Aiohttp_PutOperation,ResourceServicePut,ResourceServicePut
1021042,CAST_Python_Aiohttp_DeleteOperation,ResourceServiceDelete,ResourceServiceDelete
1021044,CAST_RabbitMQ_Python_QueueCall,QueueCall,QueueCall
1021045,CAST_RabbitMQ_Python_QueueReceive,QueueReceive,QueueReceive
1021046,CAST_ActiveMQ_Python_QueueCall,QueueCall,QueueCall
1021047,CAST_ActiveMQ_Python_QueueReceive,QueueReceive,QueueReceive
1021050,CAST_Python_JavaCall,CallToJavaProgram,CallToJavaProgram
1021051,CAST_Python_GeneralCall,CallToProgram,CallToProgram
1021052,CAST_Python_Query,SQLNamedQuery,SQLNamedQuery
1021053,CAST_Python_ORM_Mapping,SQLNamedQuery,SQLNamedQuery
1021054,CAST_Python_File_Query,SQLNamedQuery,SQLNamedQuery
1021060,CAST_Python_AWS_Lambda,AWSLambdaFunction,AWSLambdaFunction
1021061,CAST_Python_AWS_Lambda_Function_GET,ResourceServiceGet,ResourceServiceGet
1021062,CAST_Python_AWS_Lambda_Function_PUT,ResourceServicePut,PutResourceService
1021063,CAST_Python_AWS_Lambda_Function_POST,ResourceServicePost,PostResourceService
1021064,CAST_Python_AWS_Lambda_Function_DELETE,ResourceServiceDelete,ResourceServiceDelete
1021065,CAST_Python_AWS_Lambda_Function_ANY,WebService,WebService
1021066,CAST_Python_AWS_SQS_Receiver,QueueReceive,QueueReceive
1021067,CAST_Python_CallTo_AWS_Lambda,AWSLambdaFunctionInvokeBlack,AWSLambdaFunctionInvoke
1021069,CAST_Python_AWS_SQS_Publisher,QueueCall,QueueCall
1021070,CAST_Python_AWS_SQS_Unknown_Receiver,QueueReceive,QueueReceiveGrey
1021071,CAST_Python_AWS_SQS_Unknown_Publisher,QueueCall,QueueCallGrey
1021072,CAST_Python_AWS_S3_Bucket,Bucket,S3Bucket
1021073,CAST_Python_AWS_Unknown_S3_Bucket,Bucket,S3BucketGrey
1021074,CAST_Python_AWS_S3_Region,Region,Region
1021075,CAST_Python_AWS_Unknown_S3_Region,Region,RegionGrey
1021077,CAST_Python_AWS_DynamoDB_Table,Table,Table
1021078,CAST_Python_AWS_Unknown_DynamoDB_Table,Table,UnresolvedTable
1021079,CAST_Python_AWS_DynamoDB_Database,Database,Database
1021080,CAST_Python_GetWeb2pyService,ResourceServiceGet,ResourceServiceGet
1021081,CAST_Python_AWS_SNS_Publisher,QueueCall,QueueCall
1021082,CAST_Python_AWS_SNS_Subscriber,QueueReceive,QueueReceive
1021083,CAST_Python_Email,Service,ServiceBlue
1021084,CAST_Python_SMS,Service,ServiceBlue
1021086,CAST_Python_GetServiceRequest,ResourceServiceGet,ResourceServiceGet
1021087,CAST_Python_PostServiceRequest,ResourceServicePost,PostResourceService
1021088,CAST_Python_PutServiceRequest,ResourceServicePut,PutResourceService
1021089,CAST_Python_DeleteServiceRequest,ResourceServiceDelete,ResourceServiceDelete
1021090,CAST_Python_AWS_SNS_Unknown_Publisher,QueueCall,QueueCallGrey
1021091,CAST_Python_AWS_SNS_Unknown_Subscriber,QueueReceive,QueueReceiveGrey
1021092,CAST_Python_CallTo_AWS_Unknown_Lambda,AWSLambdaFunctionInvokeBlack,AWSLambdaFunctionInvokeGrey
1021094,CAST_Python_WebService_GetOperation,ResourceServiceGet,ResourceServiceGet
1021095,CAST_Python_WebService_PostOperation,ResourceServicePost,PostResourceService
1021096,CAST_Python_WebService_PutOperation,ResourceServicePut,PutResourceService
1021097,CAST_Python_WebService_DeleteOperation,ResourceServiceDelete,ResourceServiceDelete
1021098,CAST_Python_WebService_AnyOperation,WebService,WebService
1023000,SOAP_JV_SERVICE,Service,ServiceOrange
1023001,SOAP_JV_PORTTYPE,DatabaseConnection,Port
1023002,SOAP_JV_OPERATION,WebService,WebService
1023003,SOAP_JV_CLIENT_OPERATION,ResourceServicePost,ResourceServicePost
1023004,SOAP_JV_CLIENT_SERVICE,Service,ServiceOrange
1023005,SOAP_JV_CLIENT_ENDPOINT,DatabaseConnection,Port
1024012,CAST_Android_EventHandler,EventHandler,EventHandler
1024013,CAST_Android_GetResourceService,ResourceServiceGet,ResourceServiceGet
1024014,CAST_Android_PostResourceService,ResourceServicePost,ResourceServicePost
1024015,CAST_Android_PutResourceService,ResourceServicePut,ResourceServicePut
1024016,CAST_Android_DeleteResourceService,ResourceServiceDelete,ResourceServiceDelete
1024017,CAST_Android_SharedPreferences,LocalStorage,LocalStorage
1024018,CAST_Android_InternalStorage,LocalStorage,LocalStorage
1024019,CAST_Android_ExternalStorage,LocalStorage,LocalStorage
1024020,CAST_Android_Application,Package,Application_Android
1024021,CAST_Android_Exposed_Service,Service,ServiceOrange
1024022,CAST_Android_Exposed_Activity,Service,ServiceOrange
1024023,CAST_Android_Exposed_Receiver,EventHandler,EventHandler
1024024,CAST_Android_Intent_Resource,Process,ProcessRed
1024030,CAST_Android_Button,UIButton,UIButton
1024031,CAST_Android_TextView,UITextField,UITextField
1024032,CAST_Android_EditText,UITextField,UITextField
1024033,CAST_Android_CheckBox,UIButton,UIButton
1024034,CAST_Android_Spinner,UIView,UIView
1024035,CAST_Android_TimePicker,UIView,UIView
1024036,CAST_Android_ListView,UIView,UIView
1024037,CAST_Android_LinearLayout,UIView,UIView
1024038,CAST_Android_Menu,UIView,UIView
1024039,CAST_Android_Item,UIButton,UIButton
