typnam,stacknam,technonam
FORMS_RDF_BP_ARC,Oracle Forms,Oracle Forms
FORMS_RDF_BP_ELLIPSE,Oracle Forms,Oracle Forms
FORMS_RDF_BP_FREEHAND,Oracle Forms,Oracle Forms
FORMS_RDF_BP_IMAGE,Oracle Forms,Oracle Forms
FORMS_RDF_BP_LINE,Oracle Forms,Oracle Forms
FORMS_RDF_BP_POLYGONE,Oracle Forms,Oracle Forms
FORMS_RDF_BP_POLYLINE,Oracle Forms,Oracle Forms
FORMS_RDF_BP_RECTANGLE,Oracle Forms,Oracle Forms
FORMS_RDF_BP_ROUNDED_RECTANGLE,Oracle Forms,Oracle Forms
FORMS_RDF_BP_TEXT,Oracle Forms,Oracle Forms
FORMS_RDF_BP_UNKNOWN,Oracle Forms,Oracle Forms
FORMS_RDF_BUTTON,Oracle Forms,Oracle Forms
FORMS_RDF_CHART,Oracle Forms,Oracle Forms
FORMS_RDF_DATA_LINK,Oracle Forms,Oracle Forms
FORMS_RDF_DATA_MODEL,Oracle Forms,Oracle Forms
FORMS_RDF_DB_COLUMN,Oracle Forms,Oracle Forms
FORMS_RDF_ELEMENT,Oracle Forms,Oracle Forms
FORMS_RDF_EXT_FILE_QUERY,Oracle Forms,Oracle Forms
FORMS_RDF_FIELD,Oracle Forms,Oracle Forms
FORMS_RDF_FORMULA_COLUMN,Oracle Forms,Oracle Forms
FORMS_RDF_FRAME,Oracle Forms,Oracle Forms
FORMS_RDF_GROUP,Oracle Forms,Oracle Forms
FORMS_RDF_HEADER,Oracle Forms,Oracle Forms
FORMS_RDF_LAYOUT_MODEL,Oracle Forms,Oracle Forms
FORMS_RDF_MARGIN,Oracle Forms,Oracle Forms
FORMS_RDF_MODULE,Oracle Forms,Oracle Forms
FORMS_RDF_NON_ORADB_QUERY,Oracle Forms,Oracle Forms
FORMS_RDF_PARAMETER_FORM,Oracle Forms,Oracle Forms
FORMS_RDF_PLACEHOLDER_COLUMN,Oracle Forms,Oracle Forms
FORMS_RDF_PREDEFINED_SOURCE,Oracle Forms,Oracle Forms
FORMS_RDF_PROGRAM_UNIT,Oracle Forms,Oracle Forms
FORMS_RDF_QUERY,Oracle Forms,Oracle Forms
FORMS_RDF_REF_CURSOR_QUERY,Oracle Forms,Oracle Forms
FORMS_RDF_REPEATING_FRAME,Oracle Forms,Oracle Forms
FORMS_RDF_SUMMARY_COLUMN,Oracle Forms,Oracle Forms
FORMS_RDF_SYSTEM_PARAMETER,Oracle Forms,Oracle Forms
FORMS_RDF_TRAILER,Oracle Forms,Oracle Forms
FORMS_RDF_UNKNOWN_QUERY,Oracle Forms,Oracle Forms
FORMS_RDF_USER_PARAMETER,Oracle Forms,Oracle Forms
FORMS_RDF_USER_UNKNOWN_COLUMN,Oracle Forms,Oracle Forms
FORM_VALIDATION_FILE,Java,Java
FormsScriptDataBlock,Oracle Forms,Oracle Forms
FormsScriptDataBlockItem,Oracle Forms,Oracle Forms
FormsScriptFunction,Oracle Forms,Oracle Forms
FormsScriptModule,Oracle Forms,Oracle Forms
FormsScriptPackage,Oracle Forms,Oracle Forms
FormsScriptProcedure,Oracle Forms,Oracle Forms
FormsScriptTrigger,Oracle Forms,Oracle Forms
FortranExternalFunction,FORTRAN,FORTRAN
FortranExternalSubroutine,FORTRAN,FORTRAN
FortranIOSTATVariable,FORTRAN,FORTRAN
FortranInterface,FORTRAN,FORTRAN
FortranInternalFunction,FORTRAN,FORTRAN
FortranInternalSubroutine,FORTRAN,FORTRAN
FortranModule,FORTRAN,FORTRAN
FortranProgram,FORTRAN,FORTRAN
FortranSTATVariable,FORTRAN,FORTRAN
HIB_CONFIG_FILE,Hibernate,Hibernate
HIB_ENTITY,Hibernate,Hibernate
HIB_ENTITY_PROPERTY,Hibernate,Hibernate
HIB_HQL_NAMED_QUERY,Hibernate,Hibernate
HIB_MAPPING_FILE,Hibernate,Hibernate
HIB_SQL_NAMED_QUERY,Hibernate,Hibernate
JCL_PROGRAM,IBM z/OS JCL,IBM z/OS JCL
JCL_PSB,IBM z/OS JCL,IBM z/OS JCL
JPA_EMBEDDABLE,Apache OpenJPA,Apache OpenJPA
JPA_EMBEDDABLE_PROPERTY,Apache OpenJPA,Apache OpenJPA
JPA_ENTITY,Apache OpenJPA,Apache OpenJPA
JPA_ENTITY_PROPERTY,Apache OpenJPA,Apache OpenJPA
JPA_NAMED_NATIVE_QUERY,Apache OpenJPA,Apache OpenJPA
JPA_NAMED_QUERY,Apache OpenJPA,Apache OpenJPA
JPA_ORM_CONFIG_FILE,Apache OpenJPA,Apache OpenJPA
JPA_PERSISTENCE_UNIT,Apache OpenJPA,Apache OpenJPA
JPA_PERS_CONFIG_FILE,Apache OpenJPA,Apache OpenJPA
JPA_SQL_RESULT_SET,Apache OpenJPA,Apache OpenJPA
JSF_CONVERTER,Sun Faces,Sun Faces
JSF_FACES_CONFIG_FILE,Sun Faces,Sun Faces
JSF_INPUT_FIELD,Sun Faces,Sun Faces
JSF_MANAGED_BEAN,Sun Faces,Sun Faces
JSF_OUTCOME,Sun Faces,Sun Faces
JSF_VALIDATOR,Sun Faces,Sun Faces
JSF_VIEW_ID_PATTERN,Sun Faces,Sun Faces
JSP_ACTION_MAPPING,Apache Struts,Apache Struts
JSP_APPDESCRIPTOR,Java Server Pages,Java Server Pages
JSP_ATTRIBUTES_SCOPE,Java Server Pages,Java Server Pages
JSP_BEAN,Java Server Pages,Java Server Pages
JSP_BEAN_PROP,Java Server Pages,Java Server Pages
JSP_BEAN_PROP_TILES_DEF_ATTRIBUTE,Java Server Pages,Java Server Pages
JSP_BEAN_TILES_DEF,Java Server Pages,Java Server Pages
JSP_ELFUNCTION,Java Server Pages,Java Server Pages
JSP_FORWARD,Apache Struts,Apache Struts
JSP_GENERIC,Java Server Pages,Java Server Pages
JSP_PROPERTIES_FILE,Java Server Pages,Java Server Pages
JSP_PROPERTY_MAPPING,Java Server Pages,Java Server Pages
JSP_SERVLET,Java Server Pages,Java Server Pages
JSP_SERVLET_MAPPING,Java Server Pages,Java Server Pages
JSP_STXX_PIPELINE,Java Server Pages,Java Server Pages
JSP_STXX_TRANSFORM,Java Server Pages,Java Server Pages
JSP_STXX_TRANSFORMS_FILE,Java Server Pages,Java Server Pages
JSP_TAG,Java Server Pages,Java Server Pages
JSP_TAG_ATTR,Java Server Pages,Java Server Pages
JSP_TAG_LIB,Java Server Pages,Java Server Pages
JSP_TILES_DEF_FILE,Java Server Pages,Java Server Pages
JSP_XMLCONFIG_FILE,Java Server Pages,Java Server Pages
JV_APPLET,Java,Java
JV_CLASS,Java,Java
JV_CTOR,Java,Java
JV_EJB_ENTITY,EJB,EJB
JV_EJB_MESSAGE,EJB,EJB
JV_EJB_SESSION,EJB,EJB
JV_ENUM,Java,Java
JV_ENUM_ITEM,Java,Java
JV_FIELD,Java,Java
JV_FILE,Java,Java
JV_GENERIC_CLASS,Java,Java
JV_GENERIC_CTOR,Java,Java
JV_GENERIC_INTERFACE,Java,Java
JV_GENERIC_METHOD,Java,Java
JV_IMPORT,Java,Java
JV_INIT,Java,Java
JV_INST_CLASS,Java,Java
JV_INST_CTOR,Java,Java
JV_INST_INTERFACE,Java,Java
JV_INST_METHOD,Java,Java
JV_INTERFACE,Java,Java
JV_JDO,Java Core,Java Core
JV_METHOD,Java,Java
JV_PACKAGE,Java,Java
JV_RECORD,Java,Java
JV_RECORD_COMPONENT,Java,Java
JV_TYPEPARAM,Java,Java
MENUBar,Cobol,Cobol
MENUItem,Cobol,Cobol
NDMProcessCard,Mainframe,Mainframe
PB_ANALYSE,PowerBuilder,PowerBuilder
PB_APPLICATION,PowerBuilder,PowerBuilder
PB_CONTROL,PowerBuilder,PowerBuilder
PB_DATASTORE,PowerBuilder,PowerBuilder
PB_DATAWINDOW,PowerBuilder,PowerBuilder
PB_DEC_CURSOR,PowerBuilder,PowerBuilder
PB_DEC_PROC,PowerBuilder,PowerBuilder
PB_EVENT,PowerBuilder,PowerBuilder
PB_EXTFUNCTION,PowerBuilder,PowerBuilder
PB_FUNCINCLASS,PowerBuilder,PowerBuilder
PB_FUNCTION,PowerBuilder,PowerBuilder
PB_GLOBALVARIABLE,PowerBuilder,PowerBuilder
PB_LIBRARY,PowerBuilder,PowerBuilder
PB_MEMBERVARIABLE,PowerBuilder,PowerBuilder
PB_MENU,PowerBuilder,PowerBuilder
PB_PROXYOBJECT,PowerBuilder,PowerBuilder
PB_RPCFUNC,PowerBuilder,PowerBuilder
PB_STRUCTURE,PowerBuilder,PowerBuilder
PB_USEROBJECT,PowerBuilder,PowerBuilder
PB_WINDOW,PowerBuilder,PowerBuilder
PLCDB2Table,IBM PL/1,IBM PL/1
PLCErrorBlock,IBM PL/1,IBM PL/1
PLCFileStructure,IBM PL/1,IBM PL/1
PLCFunction,IBM PL/1,IBM PL/1
PLCInclude,IBM PL/1,IBM PL/1
PLCMainProcedure,IBM PL/1,IBM PL/1
PLCProcedure,IBM PL/1,IBM PL/1
PLIDB2Table,IBM PL/1,IBM PL/1
PLIErrorBlock,IBM PL/1,IBM PL/1
PLIFileStructure,IBM PL/1,IBM PL/1
PLIFunction,IBM PL/1,IBM PL/1
PLIMainProcedure,IBM PL/1,IBM PL/1
PLIProcedure,IBM PL/1,IBM PL/1
PLSQLANALYSE,Oracle PLSQL,Oracle PLSQL
PLSQLFILE,Oracle PLSQL,Oracle PLSQL
RPG300CopyProgram,RPG,RPG
RPG300DataQueueCall,RPG,RPG
RPG300DataQueueReceive,RPG,RPG
RPG300DataUnknownQueueCall,RPG,RPG
RPG300DataUnknownQueueReceive,RPG,RPG
RPG300FileDisk,RPG,RPG
RPG300FilePrinter,RPG,RPG
RPG300FileSeq,RPG,RPG
RPG300FileSpecial,RPG,RPG
RPG300FileWorkstn,RPG,RPG
RPG300IBMMQQueueCall,RPG,RPG
RPG300IBMMQQueueReceive,RPG,RPG
RPG300IBMMQUnknownQueueCall,RPG,RPG
RPG300IBMMQUnknownQueueReceive,RPG,RPG
RPG300MainSubroutine,RPG,RPG
RPG300Program,RPG,RPG
RPG300SQLStructure,RPG,RPG
RPG300Subroutine,RPG,RPG
RPG300UnknownCopy,RPG,RPG
RPG300UnknownDDSDiskFile,DDS Db2 for i,DDS Db2 for i
RPG300UnknownDDSDisplayFile,DDS,DDS
RPG300UnknownDDSPrinterFile,DDS,DDS
RPG300UnknownProgram,RPG,RPG
RPG400CopyProgram,RPG,RPG
RPG400DataQueueCall,RPG,RPG
RPG400DataQueueReceive,RPG,RPG
RPG400DataUnknownQueueCall,RPG,RPG
RPG400DataUnknownQueueReceive,RPG,RPG
RPG400DeleteResourceService,RPG,RPG
RPG400FileDisk,RPG,RPG
RPG400FilePrinter,RPG,RPG
RPG400FileSeq,RPG,RPG
RPG400FileSpecial,RPG,RPG
RPG400FileWorkstn,RPG,RPG
RPG400GetResourceService,RPG,RPG
RPG400IBMMQQueueCall,RPG,RPG
RPG400IBMMQQueueReceive,RPG,RPG
RPG400IBMMQUnknownQueueCall,RPG,RPG
RPG400IBMMQUnknownQueueReceive,RPG,RPG
RPG400MainSubroutine,RPG,RPG
RPG400Module,RPG,RPG
RPG400PostOperation,RPG,RPG
RPG400PostResourceService,RPG,RPG
RPG400Procedure,RPG,RPG
RPG400ProcedurePrototype,RPG,RPG
RPG400Program,RPG,RPG
RPG400PutResourceService,RPG,RPG
RPG400SQLStructure,RPG,RPG
RPG400Subroutine,RPG,RPG
RPG400UnknownCopy,RPG,RPG
RPG400UnknownDDSDiskFile,DDS Db2 for i,DDS Db2 for i
RPG400UnknownDDSDisplayFile,DDS,DDS
RPG400UnknownDDSPrinterFile,DDS,DDS
RPG400UnknownProcedure,RPG,RPG
RPG400UnknownProgram,RPG,RPG
Rexxfile,REXX,REXX
Rexxfunction,REXX,REXX
Rexxprocedure,REXX,REXX
Rexxprogram,REXX,REXX
SAPCDSView,ABAP,ABAP
SAPTable,SAP,SAP
SAPTransaction,SAP,SAP
SAPTransactionFile,SAP,SAP
SAPUnresolvedFolder,SAPUI5,SAPUI5
SAPView,SAP,SAP
SHELLFunction,Shell,Shell
SHELLGeneralCall,Shell/CLI,Shell/CLI
SHELLJavaCall,Shell/CLI,Shell/CLI
SHELLProgram,Shell/CLI,Shell/CLI
SHELLSpecialFunction,Shell,Shell
SL_JS_Function,Xamarin,Xamarin
SL_JS_Source_Code,Xamarin,Xamarin
SL_XAML_Control,Xamarin,Xamarin
SL_XAML_Custom_Control,Xamarin,Xamarin
SOAP_JV_CLIENT_ENDPOINT,Java,Java
SOAP_JV_CLIENT_OPERATION,Java,Java
SOAP_JV_CLIENT_SERVICE,Java,Java
SOAP_JV_OPERATION,Java,Java
SOAP_JV_PORTTYPE,Java,Java
SOAP_JV_SERVICE,Java,Java
SPRING_BEAN,Spring,Spring
SPRING_BEANS_FILE,Spring,Spring
SPRING_CONTROLLER,Spring,Spring
SPRING_VIEW,Spring,Spring
SQLScriptDML,ANSI SQL,ANSI SQL
SQLScriptDatabase,ANSI SQL,ANSI SQL
SQLScriptDatabaseLink,SQL,SQL
SQLScriptEvent,ANSI SQL,ANSI SQL
SQLScriptForeignKey,ANSI SQL,ANSI SQL
SQLScriptFunction,SQL,SQL
SQLScriptFunctionSynonym,ANSI SQL,ANSI SQL
SQLScriptIndex,ANSI SQL,ANSI SQL
SQLScriptMacro,SQL,SQL
SQLScriptMethod,SQL,SQL
SQLScriptPackage,ANSI SQL,ANSI SQL
SQLScriptPackageSynonym,ANSI SQL,ANSI SQL
SQLScriptProcedure,SQL,SQL
SQLScriptProcedureSynonym,ANSI SQL,ANSI SQL
SQLScriptSchema,SQL,SQL
SQLScriptSynonym,ANSI SQL,ANSI SQL
SQLScriptTable,SQL,SQL
SQLScriptTableColumn,SQL,SQL
SQLScriptTableSynonym,ANSI SQL,ANSI SQL
SQLScriptTrigger,SQL,SQL
SQLScriptType,SQL,SQL
SQLScriptTypeSynonym,ANSI SQL,ANSI SQL
SQLScriptUniqueConstraint,ANSI SQL,ANSI SQL
SQLScriptUnresolvedFunction,SQL,SQL
SQLScriptUnresolvedSchema,SQL,SQL
SQLScriptUnresolvedTable,SQL,SQL
SQLScriptView,ANSI SQL,ANSI SQL
SQLScriptViewSynonym,ANSI SQL,ANSI SQL
SQLScript_Missing_Procedure,SQL,SQL
SQLScript_Missing_Schema,SQL,SQL
SQLScript_Missing_Table,SQL,SQL
STRUTS_CONFIG_FILE,Apache Struts,Apache Struts
STRUTS_FORM_BEAN,Apache Struts,Apache Struts
ScriptFunction,ActionScript,ActionScript
ScriptSection,ActionScript,ActionScript
ServiceContract,WCF,WCF
Spring_BatchJob,Spring Batch,Spring Batch
Spring_BatchModule,Spring Batch,Spring Batch
Spring_BatchStep,Spring Batch,Spring Batch
Tibco_AECLASS,TIBCO,TIBCO
Tibco_AECLASSFIELD,TIBCO,TIBCO
Tibco_AESCHEMA,TIBCO,TIBCO
Tibco_ApplicationModule,TIBCO,TIBCO
Tibco_ApplicationModule_Directory,TIBCO,TIBCO
Tibco_JDBCSharedResource,TIBCO,TIBCO
Tibco_JMSConnectionKey,TIBCO,TIBCO
Tibco_Process,TIBCO,TIBCO
Tibco_ProcessActivity,TIBCO,TIBCO
Tibco_ProcessActivityInput,TIBCO,TIBCO
Tibco_ProcessActivityJavaProcessCall,TIBCO,TIBCO
Tibco_ProcessActivityOutput,TIBCO,TIBCO
Tibco_ProcessEnd,TIBCO,TIBCO
Tibco_ProcessStarter,TIBCO,TIBCO
Tibco_ProcessTransition,TIBCO,TIBCO
Tibco_ProcessVariable,TIBCO,TIBCO
Tibco_ProcessVariableGroup,TIBCO,TIBCO
Tibco_Processgroup,TIBCO,TIBCO
Tibco_Service,TIBCO,TIBCO
Tibco_ServiceOperation,TIBCO,TIBCO
Tibco_SharedModule,TIBCO,TIBCO
Tibco_SharedModule_Directory,TIBCO,TIBCO
URL,HTML,HTML
Unknown_JCL_Dataset,IBM z/OS JCL,IBM z/OS JCL
Unknown_Rexxprogram,REXX,REXX
VALIDATION_FORM,Java,Java
VALIDATION_FORMS_SET,Java,Java
VALIDATION_FORM_FIELD,Java,Java
VB_CLASS_MODULE,Visual Basic,Visual Basic
VB_CONST,Visual Basic,Visual Basic
VB_CONTROL,Visual Basic,Visual Basic
VB_DESIGNER,Visual Basic,Visual Basic
VB_ENUM,Visual Basic,Visual Basic
VB_EVENT,Visual Basic,Visual Basic
VB_EXTFUNCTION,Visual Basic,Visual Basic
VB_EXTSUB,Visual Basic,Visual Basic
VB_FORM,Visual Basic,Visual Basic
VB_FUNCTION,Visual Basic,Visual Basic
VB_MDI_FORM,Visual Basic,Visual Basic
VB_MODULE,Visual Basic,Visual Basic
VB_PROJECT_GROUP,Visual Basic,Visual Basic
VB_PROPERTY_GET,Visual Basic,Visual Basic
VB_PROPERTY_LET,Visual Basic,Visual Basic
VB_PROPERTY_PAGE,Visual Basic,Visual Basic
VB_PROPERTY_SET,Visual Basic,Visual Basic
VB_SUB,Visual Basic,Visual Basic
VB_TYPE,Visual Basic,Visual Basic
VB_USER_CONTROL,Visual Basic,Visual Basic
VB_USER_DOC,Visual Basic,Visual Basic
VB_VAR,Visual Basic,Visual Basic
WCFService,WCF,WCF
WCF_ClientEndpoint,WCF,WCF
WCF_Configuration,WCF,WCF
WCF_DataContract,WCF,WCF
WCF_OperationContract,WCF,WCF
WCF_OperationMethodDelete,WCF,WCF
WCF_OperationMethodGet,WCF,WCF
WCF_OperationMethodPost,WCF,WCF
WCF_OperationMethodPut,WCF,WCF
WCF_PostResourceService,WCF,WCF
WCF_ServiceEndpoint,WCF,WCF
XAML_Control,Xamarin,Xamarin
XAML_Custom_Control,Xamarin,Xamarin
XML_BEAN,Java Server Pages,Java Server Pages
abapBadi,ABAP,ABAP
abapBookmarkFile,ABAP,ABAP
abapEventBlock,ABAP,ABAP
abapFlowLogicFile,ABAP,ABAP
abapForm,ABAP,ABAP
abapFrame,ABAP,ABAP
abapFunction,ABAP,ABAP
abapFunctionPool,ABAP,ABAP
abapInclude,ABAP,ABAP
abapMacro,ABAP,ABAP
abapModule,ABAP,ABAP
abapModulePool,ABAP,ABAP
abapProcessingScreen,ABAP,ABAP
abapProgram,ABAP,ABAP
abapSelectionScreen,ABAP,ABAP
abapTypePool,ABAP,ABAP
abapUnresolvedFolder,ABAP,ABAP
abapUnresolvedObject,ABAP,ABAP
abapUserExit,ABAP,ABAP
phpArray,PHP,PHP
phpClass,PHP,PHP
phpConstants,PHP,PHP
phpConstructor,PHP,PHP
phpDefine,PHP,PHP
phpFunction,PHP,PHP
phpInterface,PHP,PHP
phpMember,PHP,PHP
phpMethod,PHP,PHP
phpSection,PHP,PHP
phpSymfonyController,PHP,PHP
phpSymfonyControllerClass,PHP,PHP
phpSymfonyRoute,PHP,PHP
phpSymfonyService,PHP,PHP
