internalName,color
RPG400DataUnknownQueueCall,"rgb(154, 54, 215)"
RPG400DataUnknownQueueReceive,"rgb(154, 54, 215)"
RPG400GetResourceService,"rgb(154, 54, 215)"
RPG400PostResourceService,"rgb(154, 54, 215)"
RPG400PutResourceService,"rgb(154, 54, 215)"
RPG400DeleteResourceService,"rgb(154, 54, 215)"
RPG400PostOperation,"rgb(154, 54, 215)"
RPG300Program,"rgb(154, 54, 215)"
RPG300MainSubroutine,"rgb(154, 54, 215)"
RPG300Subroutine,"rgb(154, 54, 215)"
RPG300FilePrinter,"rgb(154, 54, 215)"
RPG300FileDisk,"rgb(154, 54, 215)"
RPG300FileWorkstn,"rgb(154, 54, 215)"
RPG300FileSpecial,"rgb(154, 54, 215)"
RPG300FileSeq,"rgb(154, 54, 215)"
RPG300SQLStructure,"rgb(154, 54, 215)"
RPG300UnknownProgram,"rgb(154, 54, 215)"
RPG300UnknownCopy,"rgb(154, 54, 215)"
RPG300CopyProgram,"rgb(154, 54, 215)"
RPG300UnknownDDSDiskFile,"rgb(190, 56, 243)"
RPG300UnknownDDSPrinterFile,"rgb(255, 134, 71)"
RPG300UnknownDDSDisplayFile,"rgb(255, 134, 71)"
RPG300IBMMQQueueCall,"rgb(154, 54, 215)"
RPG300IBMMQQueueReceive,"rgb(154, 54, 215)"
RPG300IBMMQUnknownQueueCall,"rgb(154, 54, 215)"
RPG300IBMMQUnknownQueueReceive,"rgb(154, 54, 215)"
RPG300DataQueueCall,"rgb(154, 54, 215)"
RPG300DataQueueReceive,"rgb(154, 54, 215)"
RPG300DataUnknownQueueCall,"rgb(154, 54, 215)"
RPG300DataUnknownQueueReceive,"rgb(154, 54, 215)"
DDS400PRTFFile,"rgb(255, 134, 71)"
DDS400DSPFFile,"rgb(255, 134, 71)"
DDS400Section,"rgb(255, 134, 71)"
DDS400PhysicalFile,"rgb(190, 56, 243)"
DDS400LogicalFile,"rgb(190, 56, 243)"
DDS400RecordstructureLF,"rgb(190, 56, 243)"
DDS400RecordstructurePF,"rgb(190, 56, 243)"
CL400Program,"rgb(217, 80, 0)"
CL400SQLStructure,"rgb(217, 80, 0)"
CL400Subroutine,"rgb(217, 80, 0)"
CL400UnknownProgram,"rgb(217, 80, 0)"
CL400DataQueueCall,"rgb(217, 80, 0)"
CL400DataQueueReceive,"rgb(217, 80, 0)"
CL400DataUnknownQueueCall,"rgb(217, 80, 0)"
CL400DataUnknownQueueReceive,"rgb(217, 80, 0)"
CL400IBMMQQueueCall,"rgb(75, 144, 226)"
CL400IBMMQQueueReceive,"rgb(75, 144, 226)"
CL400IBMMQUnknownQueueCall,"rgb(75, 144, 226)"
CL400IBMMQUnknownQueueReceive,"rgb(75, 144, 226)"
CL400UnknownDDSDiskFile,"rgb(190, 56, 243)"
MENUBar,"rgb(97, 36, 219)"
MENUItem,"rgb(97, 36, 219)"
EGLFunction,"rgb(97, 36, 219)"
EGLRecord,"rgb(97, 36, 219)"
EGLForm,"rgb(97, 36, 219)"
EGLFormGroup,"rgb(97, 36, 219)"
EGLDataTable,"rgb(97, 36, 219)"
EGLPackage,"rgb(97, 36, 219)"
EGLProgram,"rgb(97, 36, 219)"
EGLRecordColumn,"rgb(97, 36, 219)"
EGLProjectDeclaration,"rgb(97, 36, 219)"
EGLRecordDeclaration,"rgb(97, 36, 219)"
EGLReferencedProjects,"rgb(97, 36, 219)"
SHELLFunction,"rgb(137, 224, 5)"
SHELLProgram,"rgb(96, 96, 96)"
SHELLSpecialFunction,"rgb(137, 224, 5)"
SHELLJavaCall,"rgb(96, 96, 96)"
SHELLGeneralCall,"rgb(96, 96, 96)"
CAST_SHELL_AWS_DynamoDB_Table,"rgb(221, 149, 5)"
CAST_SHELL_AWS_S3_Bucket,"rgb(221, 149, 5)"
CAST_SHELL_AWS_SQS_Publisher,"rgb(221, 149, 5)"
CAST_SHELL_AWS_SQS_Receiver,"rgb(221, 149, 5)"
CAST_SHELL_CallTo_AWS_Lambda,"rgb(221, 149, 5)"
CAST_SHELL_AWS_SNS_Publisher,"rgb(221, 149, 5)"
CAST_SHELL_AWS_SNS_Subscriber,"rgb(221, 149, 5)"
CAST_SHELL_SMS,"rgb(221, 149, 5)"
CAST_SHELL_Email,"rgb(221, 149, 5)"
CAST_SHELL_GetServiceRequest,"rgb(221, 149, 5)"
CAST_SHELL_PostServiceRequest,"rgb(221, 149, 5)"
CAST_SHELL_PutServiceRequest,"rgb(221, 149, 5)"
CAST_SHELL_DeleteServiceRequest,"rgb(221, 149, 5)"
CAST_SHELL_AWS_DynamoDB_Database,"rgb(221, 149, 5)"
CAST_SHELL_AWS_Unknown_DynamoDB_Table,"rgb(221, 149, 5)"
CAST_SHELL_CallTo_AWS_Unknown_Lambda,"rgb(221, 149, 5)"
CAST_SHELL_AWS_Lambda,"rgb(221, 149, 5)"
CAST_SHELL_AWS_Unknown_S3_Bucket,"rgb(221, 149, 5)"
CAST_SHELL_AWS_SQS_Unknown_Publisher,"rgb(221, 149, 5)"
CAST_SHELL_AWS_SQS_Unknown_Receiver,"rgb(221, 149, 5)"
CAST_SHELL_AWS_SNS_Unknown_Publisher,"rgb(221, 149, 5)"
CAST_SHELL_AWS_SNS_Unknown_Subscriber,"rgb(221, 149, 5)"
phpSection,"rgb(79, 93, 9)"
phpInterface,"rgb(79, 93, 9)"
phpClass,"rgb(79, 93, 9)"
phpMethod,"rgb(79, 93, 9)"
phpConstructor,"rgb(79, 93, 9)"
phpMember,"rgb(79, 93, 9)"
phpFunction,"rgb(79, 93, 9)"
phpDefine,"rgb(79, 93, 9)"
phpArray,"rgb(79, 93, 9)"
phpConstants,"rgb(79, 93, 9)"
ScriptSection,"rgb(136, 43, 0)"
ScriptFunction,"rgb(136, 43, 0)"
phpSymfonyControllerClass,"rgb(79, 93, 9)"
phpSymfonyController,"rgb(79, 93, 9)"
phpSymfonyRoute,"rgb(79, 93, 9)"
phpSymfonyService,"rgb(79, 93, 9)"
Tibco_AESCHEMA,"rgb(140, 146, 19)"
Tibco_AECLASS,"rgb(140, 146, 19)"
Tibco_AECLASSFIELD,"rgb(140, 146, 19)"
Tibco_Process,"rgb(140, 146, 19)"
Tibco_Processgroup,"rgb(140, 146, 19)"
Tibco_ProcessActivity,"rgb(140, 146, 19)"
Tibco_ProcessStarter,"rgb(140, 146, 19)"
Tibco_ProcessActivityInput,"rgb(140, 146, 19)"
Tibco_ProcessActivityOutput,"rgb(140, 146, 19)"
Tibco_ProcessVariableGroup,"rgb(140, 146, 19)"
Tibco_ProcessVariable,"rgb(140, 146, 19)"
Tibco_ProcessTransition,"rgb(140, 146, 19)"
Tibco_ProcessEnd,"rgb(140, 146, 19)"
Tibco_JDBCSharedResource,"rgb(140, 146, 19)"
Tibco_JMSConnectionKey,"rgb(140, 146, 19)"
Tibco_ProcessActivityJavaProcessCall,"rgb(140, 146, 19)"
Tibco_ApplicationModule_Directory,"rgb(140, 146, 19)"
Tibco_SharedModule_Directory,"rgb(140, 146, 19)"
Tibco_ApplicationModule,"rgb(140, 146, 19)"
Tibco_SharedModule,"rgb(140, 146, 19)"
Tibco_Service,"rgb(140, 146, 19)"
Tibco_ServiceOperation,"rgb(140, 146, 19)"
WCFService,"rgb(0, 140, 180)"
ServiceContract,"rgb(0, 140, 180)"
XAML_Control,"rgb(0, 86, 214)"
XAML_Custom_Control,"rgb(0, 86, 214)"
SL_XAML_Control,"rgb(0, 86, 214)"
SL_XAML_Custom_Control,"rgb(0, 86, 214)"
SL_JS_Source_Code,"rgb(0, 86, 214)"
SL_JS_Function,"rgb(0, 86, 214)"
WCF_PostResourceService,"rgb(0, 140, 180)"
WCF_OperationContract,"rgb(0, 140, 180)"
WCF_DataContract,"rgb(0, 140, 180)"
WCF_Configuration,"rgb(0, 140, 180)"
WCF_ServiceEndpoint,"rgb(0, 140, 180)"
WCF_ClientEndpoint,"rgb(0, 140, 180)"
WCF_OperationMethodGet,"rgb(0, 140, 180)"
WCF_OperationMethodPost,"rgb(0, 140, 180)"
WCF_OperationMethodPut,"rgb(0, 140, 180)"
WCF_OperationMethodDelete,"rgb(0, 140, 180)"
CAST_DotNet_Entity,"rgb(148, 0, 255)"
CAST_DotNet_Entity_Operation,"rgb(148, 0, 255)"
CAST_DotNet_Entity_SQLQuery,"rgb(148, 0, 255)"
CAST_HTML5_SourceCode,"rgb(227, 76, 2)"
CAST_HTML5_JavaScript_Function,"rgb(241, 224, 5)"
CAST_AngularJS_Module,"rgb(227, 36, 0)"
CAST_AngularJS_Controller,"rgb(227, 36, 0)"
CAST_AngularJS_ModelFunction,"rgb(227, 36, 0)"
CAST_AngularJS_Factory,"rgb(227, 36, 0)"
CAST_AngularJS_Service,"rgb(227, 36, 0)"
CAST_AngularJS_Function,"rgb(227, 36, 0)"
CAST_AngularJS_Directive,"rgb(227, 36, 0)"
CAST_AngularJS_DirectiveController,"rgb(227, 36, 0)"
CAST_AngularJS_GetResourceService,"rgb(227, 36, 0)"
CAST_AngularJS_PutResourceService,"rgb(227, 36, 0)"
CAST_AngularJS_PostResourceService,"rgb(227, 36, 0)"
CAST_HTML5_JavaScript_SourceCode,"rgb(241, 224, 5)"
CAST_HTML5_JavaScript_SourceCode_Fragment,"rgb(241, 224, 5)"
CAST_JAXRS_Service,"rgb(181, 26, 0)"
CAST_JAXRS_Port,"rgb(181, 26, 0)"
CAST_JAXRS_GetOperation,"rgb(181, 26, 0)"
CAST_JAXRS_PostOperation,"rgb(181, 26, 0)"
CAST_JAXRS_PutOperation,"rgb(181, 26, 0)"
CAST_JAXRS_DeleteOperation,"rgb(181, 26, 0)"
CAST_SpringMVC_Service,"rgb(102, 156, 53)"
CAST_SpringMVC_Port,"rgb(102, 156, 53)"
CAST_SpringMVC_GetOperation,"rgb(102, 156, 53)"
CAST_SpringMVC_PostOperation,"rgb(102, 156, 53)"
CAST_SpringMVC_PutOperation,"rgb(102, 156, 53)"
CAST_SpringMVC_DeleteOperation,"rgb(102, 156, 53)"
CAST_NodeJS_Service,"rgb(150, 211, 95)"
CAST_NodeJS_Port,"rgb(150, 211, 95)"
CAST_NodeJS_GetOperation,"rgb(150, 211, 95)"
CAST_NodeJS_PostOperation,"rgb(150, 211, 95)"
CAST_NodeJS_PutOperation,"rgb(150, 211, 95)"
CAST_NodeJS_DeleteOperation,"rgb(150, 211, 95)"
CAST_JQuery_Selector,"rgb(0, 46, 122)"
CAST_NodeJS_Unknown_Database_Table,"rgb(221, 149, 5)"
CAST_J2EE_HTML5_JavaScript_SourceCode_Fragment,"rgb(241, 224, 5)"
CAST_JQuery_GetResourceService,"rgb(0, 46, 122)"
CAST_JQuery_PutResourceService,"rgb(0, 46, 122)"
CAST_JQuery_PostResourceService,"rgb(0, 46, 122)"
CAST_AngularJS_GetHttpService,"rgb(227, 36, 0)"
CAST_AngularJS_PutHttpService,"rgb(227, 36, 0)"
CAST_AngularJS_PostHttpService,"rgb(227, 36, 0)"
CAST_AngularJS_DeleteHttpService,"rgb(227, 36, 0)"
CAST_AngularJS_DeleteResourceService,"rgb(227, 36, 0)"
CAST_SpringMVC_AnyOperation,"rgb(102, 156, 53)"
CAST_JQuery_DeleteResourceService,"rgb(0, 46, 122)"
CAST_SAPUI5_JSView,"rgb(0, 86, 214)"
CAST_SAPUI5_XMLView,"rgb(0, 86, 214)"
CAST_SAPUI5_JSONView,"rgb(0, 86, 214)"
CAST_SAPUI5_HTMLView,"rgb(0, 86, 214)"
CAST_SAPUI5_Controller,"rgb(0, 86, 214)"
CAST_SAPUI5_Component,"rgb(0, 86, 214)"
CAST_SAPUI5_ModelFunction,"rgb(0, 86, 214)"
CAST_SAPUI5_Application,"rgb(0, 86, 214)"
CAST_SAPUI5_Object,"rgb(0, 86, 214)"
CAST_SAPUI5_ODataModel,"rgb(0, 86, 214)"
CAST_HTML5_WebSocketService,"rgb(241, 224, 5)"
CAST_HTML5_GetXMLHttpRequestService,"rgb(241, 224, 5)"
CAST_HTML5_UpdateXMLHttpRequestService,"rgb(241, 224, 5)"
CAST_HTML5_PostXMLHttpRequestService,"rgb(241, 224, 5)"
CAST_HTML5_DeleteXMLHttpRequestService,"rgb(241, 224, 5)"
CAST_HTML5_CSS_SourceCode,"rgb(255, 106, 0)"
CAST_NodeJS_UseOperation,"rgb(150, 211, 95)"
CAST_HTML5_CSS_SourceCode_Fragment,"rgb(255, 106, 0)"
CAST_NodeJS_GetHttpRequestService,"rgb(150, 211, 95)"
CAST_NodeJS_PostHttpRequestService,"rgb(150, 211, 95)"
CAST_NodeJS_DeleteHttpRequestService,"rgb(150, 211, 95)"
CAST_NodeJS_PutHttpRequestService,"rgb(150, 211, 95)"
CAST_AngularJS_Application,"rgb(227, 36, 0)"
CAST_HTML5_JEE_Struts_Action_Access,"rgb(0, 77, 101)"
CAST_HTML5_JEE_Servlet_Mapping_Access,"rgb(42, 98, 119)"
CAST_HTML5_JEE_Scoped_Bean_Access,"rgb(42, 98, 119)"
CAST_HTML5_JEE_Class_Import,"rgb(42, 98, 119)"
CAST_HTML5_JEE_Method_Call,"rgb(42, 98, 119)"
CAST_HTML5_JSP_Content,"rgb(42, 98, 119)"
CAST_HTML5_GetHttpRequestService,"rgb(241, 224, 5)"
CAST_HTML5_PostHttpRequestService,"rgb(241, 224, 5)"
CAST_Servlet_PostOperation,"rgb(176, 114, 1)"
CAST_HTML5_ASP_Content,"rgb(227, 76, 2)"
CAST_Servlet_PutOperation,"rgb(176, 114, 1)"
CAST_Servlet_GetOperation,"rgb(176, 114, 1)"
CAST_Servlet_DeleteOperation,"rgb(176, 114, 1)"
CAST_Servlet_AnyOperation,"rgb(176, 114, 1)"
CAST_HTML5_PutHttpRequestService,"rgb(241, 224, 5)"
CAST_HTML5_DeleteHttpRequestService,"rgb(241, 224, 5)"
CAST_HTML5_JavaScript_Class,"rgb(241, 224, 5)"
CAST_HTML5_JavaScript_Method,"rgb(241, 224, 5)"
CAST_HTML5_JavaScript_Constructor,"rgb(241, 224, 5)"
CAST_HTML5_ASPX_Content,"rgb(227, 76, 2)"
CAST_HTML5_HTC_Content,"rgb(227, 76, 2)"
CAST_HTML5_Razor_Controller_Method_Call,"rgb(148, 0, 255)"
CAST_HTML5_CSHTML_Content,"rgb(227, 76, 2)"
CAST_HTML5_Razor_Controller_Method_Post,"rgb(148, 0, 255)"
CAST_HTML5_Razor_Controller_Method_Get,"rgb(148, 0, 255)"
CAST_NodeJS_Application,"rgb(150, 211, 95)"
CAST_NodeJS_Marklogic_Database,"rgb(231, 27, 27)"
CAST_NodeJS_Marklogic_Collection,"rgb(231, 27, 27)"
CAST_NodeJS_CouchDB_Database,"rgb(219, 29, 29)"
CAST_NodeJS_MongoDB_Connection,"rgb(150, 211, 95)"
CAST_NodeJS_MongoDB_Collection,"rgb(11, 178, 11)"
CAST_AspDotNet_GetOperation,"rgb(148, 0, 255)"
CAST_AspDotNet_PostOperation,"rgb(148, 0, 255)"
CAST_HTML5_Razor_GetService,"rgb(148, 0, 255)"
CAST_HTML5_Razor_PostService,"rgb(148, 0, 255)"
CAST_AspDotNet_PutOperation,"rgb(148, 0, 255)"
CAST_AspDotNet_DeleteOperation,"rgb(148, 0, 255)"
CAST_AspDotNet_AnyOperation,"rgb(148, 0, 255)"
CAST_Thymeleaf_GetResourceService,"rgb(176, 114, 1)"
CAST_Thymeleaf_PutResourceService,"rgb(176, 114, 1)"
CAST_Thymeleaf_PostResourceService,"rgb(176, 114, 1)"
CAST_Thymeleaf_DeleteResourceService,"rgb(176, 114, 1)"
CAST_TS_SourceCode,"rgb(49, 120, 12)"
CAST_TS_Namespace,"rgb(49, 120, 12)"
CAST_TS_Class,"rgb(49, 120, 12)"
CAST_TS_Method,"rgb(49, 120, 12)"
CAST_TS_Interface,"rgb(49, 120, 12)"
CAST_TS_Function,"rgb(49, 120, 12)"
CAST_ReactJS_Application,"rgb(0, 199, 252)"
CAST_ReactJS_Component,"rgb(0, 199, 252)"
CAST_HTML5_HTML_Fragment,"rgb(227, 76, 2)"
CAST_HTML5_JSX_SourceCode,"rgb(241, 224, 5)"
CAST_TS_Angular_Component,"rgb(181, 26, 0)"
CAST_ActiveMQ_Java_QueueCall,"rgb(176, 114, 1)"
CAST_ActiveMQ_Java_QueueReceive,"rgb(176, 114, 1)"
CAST_TS_GetNgHttpService,"rgb(181, 26, 0)"
CAST_TS_PostNgHttpService,"rgb(181, 26, 0)"
CAST_TS_PutNgHttpService,"rgb(181, 26, 0)"
CAST_TS_DeleteNgHttpService,"rgb(181, 26, 0)"
CAST_DotNet_GetOperation,"rgb(148, 0, 255)"
CAST_DotNet_PostOperation,"rgb(148, 0, 255)"
CAST_DotNet_PutOperation,"rgb(148, 0, 255)"
CAST_DotNet_DeleteOperation,"rgb(148, 0, 255)"
CAST_DotNet_AnyOperation,"rgb(148, 0, 255)"
CAST_TS_Angular_Directive,"rgb(181, 26, 0)"
CAST_NodeJS_Express_Controller,"rgb(150, 211, 95)"
CAST_ReactJS_Redux_Form,"rgb(0, 199, 252)"
CAST_HTML5_JavaScript_Initialisation,"rgb(241, 224, 5)"
CAST_HTML5_GetEventSourceService,"rgb(241, 224, 5)"
CAST_Struts_PostOperation,"rgb(0, 77, 101)"
CAST_Struts_GetOperation,"rgb(0, 77, 101)"
CAST_Struts_Operation,"rgb(0, 77, 101)"
CAST_SAPUI5_JSONModel,"rgb(0, 86, 214)"
CAST_SAPUI5_XMLFragment,"rgb(0, 86, 214)"
CAST_TS_ClassInitializer,"rgb(49, 120, 12)"
CAST_NodeJS_External_Library,"rgb(150, 211, 95)"
CAST_HTML5_Jade_SourceCode,"rgb(200, 144, 5)"
CAST_SAP_MethodSQLScriptFunction,"rgb(227, 140, 0)"
CAST_SAP_MethodSQLScriptProcedure,"rgb(227, 140, 0)"
CAST_NodeJS_Collection,"rgb(150, 211, 95)"
CAST_NodeJS_LoopbackApplication,"rgb(150, 211, 95)"
CAST_HTML5_AppletClassReference,"rgb(241, 224, 5)"
CAST_J2EE_HTML5_Applet,"rgb(176, 114, 1)"
CAST_SAPUI5_ABAP_GetOperation,"rgb(0, 86, 214)"
CAST_SAPUI5_ABAP_PostOperation,"rgb(0, 86, 214)"
CAST_SAPUI5_ABAP_PutOperation,"rgb(0, 86, 214)"
CAST_SAPUI5_ABAP_DeleteOperation,"rgb(0, 86, 214)"
CAST_NodeJS_MQTT_Connection,"rgb(150, 211, 95)"
CAST_NodeJS_MQTT_Publisher,"rgb(150, 211, 95)"
CAST_NodeJS_MQTT_Subscriber,"rgb(150, 211, 95)"
CAST_NodeJS_Seneca_Add,"rgb(150, 211, 95)"
CAST_NodeJS_Seneca_Act,"rgb(150, 211, 95)"
CAST_HTML5_BeanMethodReference,"rgb(176, 114, 1)"
CAST_EAD4J_Operation,"rgb(176, 114, 1)"
CAST_HYBRIS_GetHttpRequestService,"rgb(0, 140, 180)"
CAST_HYBRIS_PostHttpRequestService,"rgb(176, 114, 1)"
CAST_HYBRIS_PutHttpRequestService,"rgb(176, 114, 1)"
CAST_HYBRIS_DeleteHttpRequestService,"rgb(0, 140, 180)"
CAST_NodeJS_DynamoDB_Table,"rgb(221, 149, 5)"
CAST_NodeJS_DynamoDB_Endpoint,"rgb(221, 149, 5)"
CAST_NodeJS_S3_Bucket,"rgb(221, 149, 5)"
CAST_NodeJS_S3_Region,"rgb(221, 149, 5)"
CAST_NodeJS_Memcached_Value,"rgb(12, 136, 65)"
CAST_NodeJS_Memcached_Connection,"rgb(12, 136, 65)"
CAST_NodeJS_AWS_Lambda_Function_GET,"rgb(221, 149, 5)"
CAST_NodeJS_AWS_Lambda_Function_PUT,"rgb(221, 149, 5)"
CAST_NodeJS_AWS_Lambda_Function_POST,"rgb(221, 149, 5)"
CAST_NodeJS_AWS_Lambda_Function_DELETE,"rgb(221, 149, 5)"
CAST_NodeJS_AWS_Lambda_Function_ANY,"rgb(221, 149, 5)"
CAST_NodeJS_CosmosDB_Database,"rgb(8, 144, 198)"
CAST_NodeJS_CosmosDB_Collection,"rgb(8, 144, 198)"
CAST_NodeJS_CosmosDB_Client,"rgb(8, 144, 198)"
CAST_NodeJS_CosmosDB_Unknown_Database,"rgb(8, 144, 198)"
CAST_NodeJS_CosmosDB_Unknown_Collection,"rgb(8, 144, 198)"
CAST_NodeJS_CosmosDB_Unknown_Client,"rgb(8, 144, 198)"
CAST_NodeJS_Java_Call,"rgb(150, 211, 95)"
CAST_NodeJS_General_Call,"rgb(150, 211, 95)"
CAST_NodeJS_AWS_Lambda,"rgb(221, 149, 5)"
CAST_NodeJS_Redis_Connection,"rgb(231, 27, 27)"
CAST_NodeJS_Redis_Collection,"rgb(231, 27, 27)"
CAST_NodeJS_Restify_GET,"rgb(150, 211, 95)"
CAST_NodeJS_Restify_PUT,"rgb(150, 211, 95)"
CAST_NodeJS_Restify_POST,"rgb(150, 211, 95)"
CAST_NodeJS_Restify_DELETE,"rgb(150, 211, 95)"
CAST_NodeJS_Restify_ANY,"rgb(150, 211, 95)"
CAST_NodeJS_Unknown_Redis_Connection,"rgb(231, 27, 27)"
CAST_NodeJS_Unknown_Redis_Collection,"rgb(231, 27, 27)"
CAST_AWSJava_AWS_Lambda,"rgb(0, 0, 0)"
CAST_AWSJava_GetOperation,"rgb(0, 0, 0)"
CAST_AWSJava_PostOperation,"rgb(0, 0, 0)"
CAST_AWSJava_DeleteOperation,"rgb(0, 0, 0)"
CAST_AWSJava_PutOperation,"rgb(0, 0, 0)"
CAST_AWSJava_AnyOperation,"rgb(0, 0, 0)"
CAST_Java_CallTo_AWS_Lambda,"rgb(0, 0, 0)"
CAST_VueJS_Get_Request_Service,"rgb(64, 184, 131)"
CAST_VueJS_Post_Request_Service,"rgb(64, 184, 131)"
CAST_VueJS_Put_Request_Service,"rgb(64, 184, 131)"
CAST_VueJS_Delete_Request_Service,"rgb(64, 184, 131)"
CAST_NodeJS_Unknown_S3_Bucket,"rgb(221, 149, 5)"
CAST_NodeJS_Unknown_S3_Region,"rgb(221, 149, 5)"
CAST_TS_Query,"rgb(49, 120, 12)"
CAST_NodeJS_SQL_NamedQuery,"rgb(150, 211, 95)"
CAST_NodeJS_Unknown_MongoDB_Connection,"rgb(11, 178, 11)"
CAST_NodeJS_Unknown_MongoDB_Collection,"rgb(11, 178, 11)"
CAST_NodeJS_Elasticsearch_Cluster,"rgb(229, 198, 16)"
CAST_NodeJS_Elasticsearch_Index,"rgb(229, 198, 16)"
CAST_NodeJS_Elasticsearch_Unknown_Index,"rgb(229, 198, 16)"
CAST_NodeJS_Folder,"rgb(150, 211, 95)"
CAST_NodeJS_Elasticsearch_Unknown_Cluster,"rgb(229, 198, 16)"
CAST_HTML5_Razor_DeleteService,"rgb(148, 0, 255)"
CAST_TS_GetHttpRequestService,"rgb(49, 120, 12)"
CAST_TS_PostHttpRequestService,"rgb(49, 120, 12)"
CAST_TS_PutHttpRequestService,"rgb(49, 120, 12)"
CAST_TS_DeleteHttpRequestService,"rgb(49, 120, 12)"
CAST_AngularJS_State,"rgb(227, 36, 0)"
CAST_Java_gRPC_Method,"rgb(176, 114, 1)"
CAST_Java_CallTo_gRPC,"rgb(176, 114, 1)"
CAST_NodeJS_AWS_SQS_Receiver,"rgb(221, 149, 5)"
CAST_NodeJS_AWS_SQS_Publisher,"rgb(221, 149, 5)"
CAST_NodeJS_AWS_SQS_Unknown_Receiver,"rgb(221, 149, 5)"
CAST_NodeJS_AWS_SQS_Unknown_Publisher,"rgb(221, 149, 5)"
CAST_TS_AWS_SQS_Receiver,"rgb(49, 120, 12)"
CAST_TS_AWS_SQS_Publisher,"rgb(49, 120, 12)"
CAST_TS_AWS_SQS_Unknown_Receiver,"rgb(49, 120, 12)"
CAST_TS_AWS_SQS_Unknown_Publisher,"rgb(49, 120, 12)"
CAST_NodeJS_AnyOperation,"rgb(150, 211, 95)"
CAST_AWSJava_SQSReceiver,"rgb(0, 0, 0)"
CAST_HTML5_Pug_SourceCode,"rgb(168, 100, 5)"
CAST_AWSDotNet_Lambda,"rgb(221, 149, 5)"
CAST_AWSDotNet_SQS_Receiver,"rgb(221, 149, 5)"
CAST_AWSDotNet_Lambda_Function_GET,"rgb(221, 149, 5)"
CAST_AWSDotNet_Lambda_Function_POST,"rgb(221, 149, 5)"
CAST_AWSDotNet_Lambda_Function_DELETE,"rgb(221, 149, 5)"
CAST_AWSDotNet_Lambda_Function_PUT,"rgb(221, 149, 5)"
CAST_AWSDotNet_Lambda_Function_ANY,"rgb(221, 149, 5)"
CAST_NodeJS_Email,"rgb(150, 211, 95)"
CAST_NodeJS_AWS_Lambda_Call,"rgb(221, 149, 5)"
CAST_AWSJava_S3_Bucket,"rgb(0, 0, 0)"
CAST_AWSJava_Unknown_S3_Bucket,"rgb(0, 0, 0)"
CAST_AWSJava_S3_Region,"rgb(0, 0, 0)"
CAST_AWSJava_Unknown_S3_Region,"rgb(0, 0, 0)"
CAST_NodeJS_AWS_SNS_Subscriber,"rgb(221, 149, 5)"
CAST_SAPUI5_CDSView_Operation,"rgb(0, 86, 214)"
CAST_NodeJS_AWS_SNS_Publisher,"rgb(221, 149, 5)"
CAST_NodeJS_AWS_SNS_Unknown_Subscriber,"rgb(221, 149, 5)"
CAST_NodeJS_AWS_SNS_Unknown_Publisher,"rgb(221, 149, 5)"
CAST_NodeJS_SMS,"rgb(150, 211, 95)"
CAST_NodeJS_AWS_Unknown_Lambda_Call,"rgb(221, 149, 5)"
CAST_AWSDotNet_SNS_Subscriber,"rgb(221, 149, 5)"
CAST_AWSDotNet_SNS_Publisher,"rgb(221, 149, 5)"
CAST_AWSDotNet_SNS_Unknown_Subscriber,"rgb(221, 149, 5)"
CAST_AWSDotNet_SNS_Unknown_Publisher,"rgb(221, 149, 5)"
CAST_AWSDotNet_Email,"rgb(221, 149, 5)"
CAST_AWSDotNet_SMS,"rgb(221, 149, 5)"
CAST_AWSJava_SNS_Subscriber,"rgb(0, 0, 0)"
CAST_AWSJava_SNS_Publisher,"rgb(0, 0, 0)"
CAST_AWSJava_SNS_Unknown_Subscriber,"rgb(0, 0, 0)"
CAST_AWSJava_SNS_Unknown_Publisher,"rgb(0, 0, 0)"
CAST_AWSDotNet_PostHttpRequestService,"rgb(221, 149, 5)"
CAST_AWSJava_Email,"rgb(0, 0, 0)"
CAST_AWSJava_SMS,"rgb(0, 0, 0)"
CAST_AWSJava_PostHttpRequestService,"rgb(0, 0, 0)"
CAST_AWSDotNet_SQS_Publisher,"rgb(221, 149, 5)"
CAST_AWSDotNet_SQS_Unknown_Publisher,"rgb(221, 149, 5)"
CAST_Java_CallTo_AWS_Unkown_Lambda,"rgb(0, 0, 0)"
CAST_AWSDotNet_AWS_Lambda_Call,"rgb(221, 149, 5)"
CAST_AWSDotNet_Unknown_AWS_Lambda_Call,"rgb(221, 149, 5)"
CAST_AWSDotNet_SQS_Unknown_Receiver,"rgb(221, 149, 5)"
CAST_AWSDotNet_S3_Bucket,"rgb(221, 149, 5)"
CAST_AWSDotNet_Unknown_S3_Bucket,"rgb(221, 149, 5)"
CAST_AWSDotNet_S3_Region,"rgb(221, 149, 5)"
CAST_AWSDotNet_Unknown_S3_Region,"rgb(221, 149, 5)"
CAST_NodeJS_Azure_Blob_Container,"rgb(0, 163, 215)"
CAST_NodeJS_Azure_Unknown_Blob_Container,"rgb(0, 163, 215)"
CAST_AzureJava_Blob_Container,"rgb(0, 140, 180)"
CAST_AzureJava_Unknown_Blob_Container,"rgb(0, 140, 180)"
CAST_AzureDotNet_Blob_Container,"rgb(0, 109, 143)"
CAST_AzureDotNet_Unknown_Blob_Container,"rgb(0, 109, 143)"
CAST_AzureJava_ServiceBus_Publisher,"rgb(0, 140, 180)"
CAST_NodeJS_Azure_ServiceBus_Publisher,"rgb(150, 211, 95)"
