internalName,color
CAST_SQL_UnresolvedTableSource,"rgb(125, 125, 125)"
CAST_ANSISQL_UnresolvedColumn,"rgb(125, 125, 125)"
CAST_DotNet_Control,"rgb(148, 0, 255)"
CAST_DotNet_SourceFile,"rgb(148, 0, 255)"
CAST_DotNet_Application,"rgb(148, 0, 255)"
CAST_Oracle_Index,"rgb(241, 8, 8)"
CAST_Oracle_View,"rgb(241, 8, 8)"
CAST_Oracle_Sequence,"rgb(241, 8, 8)"
CAST_Oracle_DDL_Trigger,"rgb(241, 8, 8)"
CAST_Oracle_DML_Trigger,"rgb(241, 8, 8)"
CAST_Oracle_Procedure,"rgb(241, 8, 8)"
CAST_Oracle_Function,"rgb(241, 8, 8)"
CAST_Oracle_CheckConstraint,"rgb(241, 8, 8)"
CAST_Oracle_PrimaryKeyConstraint,"rgb(241, 8, 8)"
CAST_Oracle_UniqueConstraint,"rgb(241, 8, 8)"
CAST_Oracle_ForeignKeyConstraint,"rgb(241, 8, 8)"
CAST_Oracle_PackageHeader,"rgb(241, 8, 8)"
CAST_Oracle_PackageBody,"rgb(241, 8, 8)"
CAST_ANSISQL_Domain,"rgb(227, 140, 0)"
CAST_Oracle_ObjectTypeIncomplete,"rgb(241, 8, 8)"
CAST_Oracle_CollectionVarray,"rgb(241, 8, 8)"
CAST_Oracle_CollectionNestedTable,"rgb(241, 8, 8)"
CAST_Oracle_ObjectType,"rgb(241, 8, 8)"
CAST_Oracle_ObjectTypeBody,"rgb(241, 8, 8)"
CAST_Oracle_DatabaseLink,"rgb(241, 8, 8)"
CAST_Oracle_FunctionBasedIndex,"rgb(241, 8, 8)"
CAST_Oracle_BitmapIndex,"rgb(241, 8, 8)"
CAST_Oracle_MaterializedView,"rgb(241, 8, 8)"
CAST_Oracle_Event_Trigger,"rgb(241, 8, 8)"
CAST_DotNet_ClassCSharpDataSet,"rgb(23, 134, 0)"
CAST_DotNet_ClassCSharpUserControl,"rgb(23, 134, 0)"
CAST_DotNet_ClassCSharpForm,"rgb(23, 134, 0)"
CAST_DotNet_ClassCSharpCustomControl,"rgb(23, 134, 0)"
CAST_DotNet_ClassCSharpComponent,"rgb(23, 134, 0)"
CAST_DotNet_ClassCSharpServiceBase,"rgb(23, 134, 0)"
CAST_DotNet_ClassCSharpServicedComponent,"rgb(23, 134, 0)"
CAST_DotNet_ClassCSharpInstaller,"rgb(23, 134, 0)"
CAST_DotNet_ClassCSharpWebService,"rgb(23, 134, 0)"
CAST_DotNet_ClassCSharpWebServiceProxy,"rgb(23, 134, 0)"
CAST_DotNet_ClassCSharpCrystalReportClass,"rgb(23, 134, 0)"
CAST_DotNet_FieldCSharpServerControl,"rgb(23, 134, 0)"
CAST_DotNet_ClassCSharpException,"rgb(23, 134, 0)"
CAST_DotNet_ClassCSharpCustomAttribute,"rgb(23, 134, 0)"
CAST_Oracle_TableColumn,"rgb(241, 8, 8)"
CAST_ANSISQL_Owner,"rgb(227, 140, 0)"
CAST_MSTSQL_RelationalTable,"rgb(56, 138, 229)"
CAST_MSTSQL_TableColumn,"rgb(56, 138, 229)"
CAST_MSTSQL_View,"rgb(56, 138, 229)"
CAST_MSTSQL_Procedure,"rgb(56, 138, 229)"
CAST_MSTSQL_Function,"rgb(56, 138, 229)"
CAST_MSTSQL_Index,"rgb(56, 138, 229)"
CAST_MSTSQL_DML_Trigger,"rgb(56, 138, 229)"
CAST_SAP_R3WDYN_Component,"rgb(170, 86, 196)"
CAST_SAP_R3WDYN_ComponentController,"rgb(170, 86, 196)"
CAST_SAP_R3WDYN_InterfaceController,"rgb(170, 86, 196)"
CAST_SAP_R3WDYN_InterfaceView,"rgb(170, 86, 196)"
CAST_SAP_R3WDYN_View,"rgb(170, 86, 196)"
CAST_SAP_R3WDYN_Window,"rgb(170, 86, 196)"
CAST_SAP_R3WDYN_Application,"rgb(170, 86, 196)"
CAST_SAP_R3WDYN_Attribute,"rgb(170, 86, 196)"
CAST_SAP_R3WDYN_Action,"rgb(170, 86, 196)"
CAST_SAP_R3WDYN_EventHandler,"rgb(170, 86, 196)"
CAST_SAP_R3WDYN_Method,"rgb(170, 86, 196)"
CAST_SAP_R3WDYN_File,"rgb(170, 86, 196)"
CAST_SAP_R3WDYN_SupplyFunction,"rgb(170, 86, 196)"
CAST_SQL_UnresolvedSchema,"rgb(227, 140, 0)"
CAST_SQL_UnresolvedServer,"rgb(227, 140, 0)"
CAST_SQL_UnresolvedProcedure,"rgb(227, 140, 0)"
CAST_SQL_UnresolvedFunction,"rgb(227, 140, 0)"
CAST_DotNet_CSharpFile,"rgb(23, 134, 0)"
CAST_DotNet_VBNetFile,"rgb(148, 0, 255)"
CAST_DotNet_AspxFile,"rgb(148, 0, 255)"
CAST_DotNet_AscxFile,"rgb(148, 0, 255)"
CAST_DotNet_AsmxFile,"rgb(148, 0, 255)"
CAST_DotNet_AsaxFile,"rgb(148, 0, 255)"
CAST_DotNet_MasterFile,"rgb(148, 0, 255)"
CAST_DotNet_SkinFile,"rgb(148, 0, 255)"
CAST_DotNet_HtmFile,"rgb(148, 0, 255)"
CAST_DotNet_HtmlFile,"rgb(148, 0, 255)"
CAST_DotNet_HtcFile,"rgb(148, 0, 255)"
CAST_DotNet_JavaScriptFile,"rgb(241, 224, 5)"
CAST_DotNet_AsaFile,"rgb(148, 0, 255)"
CAST_DotNet_AspFile,"rgb(148, 0, 255)"
CAST_DotNet_VBScriptFile,"rgb(148, 0, 255)"
CAST_DotNet_ConfigurationFile,"rgb(148, 0, 255)"
CAST_DotNet_SettingsFile,"rgb(148, 0, 255)"
CAST_DotNet_DataSetFile,"rgb(148, 0, 255)"
CAST_SAP_R3WDYN_InboundPlugin,"rgb(170, 86, 196)"
CAST_SAP_R3WDYN_OutboundPlugin,"rgb(170, 86, 196)"
CAST_SQL_NamedQuery,"rgb(125, 125, 125)"
CAST_DotNet_GenericClassExternal,"rgb(148, 0, 255)"
CAST_DotNet_GenericInterfaceExternal,"rgb(148, 0, 255)"
CAST_DotNet_GenericStructureExternal,"rgb(148, 0, 255)"
CAST_DotNet_GenericDelegateExternal,"rgb(148, 0, 255)"
CAST_DotNet_TypeParameterExternal,"rgb(148, 0, 255)"
CAST_DotNet_EventExternal,"rgb(148, 0, 255)"
CAST_DotNet_EventAddExternal,"rgb(148, 0, 255)"
CAST_DotNet_EventRemoveExternal,"rgb(148, 0, 255)"
CAST_DotNet_FieldExternal,"rgb(148, 0, 255)"
CAST_DotNet_GenericMethodExternal,"rgb(148, 0, 255)"
CAST_DotNet_IndexerExternal,"rgb(148, 0, 255)"
CAST_DotNet_IndexerGetterExternal,"rgb(148, 0, 255)"
CAST_DotNet_IndexerSetterExternal,"rgb(148, 0, 255)"
CAST_DotNet_UnaryOperatorExternal,"rgb(148, 0, 255)"
CAST_DotNet_BinaryOperatorExternal,"rgb(148, 0, 255)"
CAST_DotNet_ConversionOperatorExternal,"rgb(148, 0, 255)"
CAST_COBOL_ProgramPrototype,"rgb(97, 36, 219)"
CAST_JCL_ProcedurePrototype,"rgb(62, 74, 148)"
CAST_JCL_IncludedFilePrototype,"rgb(62, 74, 148)"
CAST_DotNet_InstantiatedGenericClassExternal,"rgb(148, 0, 255)"
CAST_DotNet_InstantiatedGenericInterfaceExternal,"rgb(148, 0, 255)"
CAST_DotNet_InstantiatedGenericStructureExternal,"rgb(148, 0, 255)"
CAST_DotNet_InstantiatedGenericDelegateExternal,"rgb(148, 0, 255)"
CAST_DotNet_ClassExternalException,"rgb(148, 0, 255)"
CAST_DotNet_ClassExternalCustomAttribute,"rgb(148, 0, 255)"
CAST_DotNet_ClassExternalDataSet,"rgb(148, 0, 255)"
CAST_DotNet_ClassExternalUserControl,"rgb(148, 0, 255)"
CAST_DotNet_ClassExternalForm,"rgb(148, 0, 255)"
CAST_DotNet_ClassExternalCustomControl,"rgb(148, 0, 255)"
CAST_DotNet_ClassExternalComponent,"rgb(148, 0, 255)"
CAST_DotNet_ClassExternalServiceBase,"rgb(148, 0, 255)"
CAST_DotNet_ClassExternalServicedComponent,"rgb(148, 0, 255)"
CAST_DotNet_ClassExternalInstaller,"rgb(148, 0, 255)"
CAST_DotNet_ClassExternalWebService,"rgb(148, 0, 255)"
CAST_DotNet_ClassExternalWebServiceProxy,"rgb(148, 0, 255)"
CAST_DotNet_ClassExternalCrystalReportClass,"rgb(148, 0, 255)"
CAST_DotNet_FieldExternalServerControl,"rgb(148, 0, 255)"
CAST_COBOL_UtilityProgram,"rgb(62, 74, 148)"
CAST_JCL_UtilityProcedure,"rgb(62, 74, 148)"
CAST_Oracle_ViewColumn,"rgb(241, 8, 8)"
CAST_MSTSQL_ViewColumn,"rgb(56, 138, 229)"
CAST_DotNet_XamlFile,"rgb(0, 86, 214)"
CAST_IMS_ProgramSpecificationBlockPrototype,"rgb(101, 41, 198)"
CAST_AST_ANSISQL_AnonymousDatatype,"rgb(241, 8, 8)"
CAST_COBOL_ExternalFilePrototype,"rgb(97, 36, 219)"
CAST_COBOL_SavedDeclaratives,"rgb(97, 36, 219)"
CAST_COBOL_SavedDeclarativesSection,"rgb(97, 36, 219)"
CAST_COBOL_SavedDeclarativesParagraph,"rgb(97, 36, 219)"
CAST_Oracle_PrivateProcedure,"rgb(241, 8, 8)"
CAST_Oracle_PrivateFunction,"rgb(241, 8, 8)"
CAST_DotNet_InstantiatedGenericMethodCSharp,"rgb(23, 134, 0)"
CAST_DotNet_InstantiatedGenericMethodExternal,"rgb(148, 0, 255)"
CAST_ABAP_ConstantAbapMember,"rgb(232, 39, 4)"
CAST_Oracle_Cursor,"rgb(241, 8, 8)"
CAST_ABAP_SAPTableColumn,"rgb(19, 133, 237)"
CAST_ABAP_SAPTableIndex,"rgb(19, 133, 237)"
CAST_ABAP_SAPTablePrimaryKey,"rgb(19, 133, 237)"
CAST_ABAP_SAPTableForeignKey,"rgb(19, 133, 237)"
CAST_Java_LocalVariable,"rgb(176, 114, 1)"
CAST_Oracle_ExternalSchema,"rgb(241, 8, 8)"
CAST_IMS_DatabasePrototype,"rgb(36, 167, 219)"
CAST_ANSISQL_ExternalObject,"rgb(227, 140, 0)"
CAST_IMS_ProgramControlBlockPrototype,"rgb(101, 41, 198)"
CAST_Oracle_PublicSynonym,"rgb(241, 8, 8)"
CAST_Oracle_PrivateSynonym,"rgb(241, 8, 8)"
CAST_CICS_TDQueuePrototype,"rgb(101, 41, 198)"
CAST_CICS_MapSetPrototype,"rgb(101, 41, 198)"
CAST_CICS_MapPrototype,"rgb(101, 41, 198)"
CAST_IMS_FilePrototype,"rgb(101, 41, 198)"
CAST_Oracle_ObjectTable,"rgb(241, 8, 8)"
CAST_JEE_Annotation_file,"rgb(181, 26, 0)"
CAST_Mainframe_NotHandledType,"rgb(75, 144, 226)"
CAST_DotNet_FieldVB,"rgb(49, 79, 176)"
CAST_DotNet_ConstantVB,"rgb(49, 79, 176)"
CAST_DotNet_MethodVB,"rgb(49, 79, 176)"
CAST_DotNet_UnaryOperatorVB,"rgb(49, 79, 176)"
CAST_DotNet_BinaryOperatorVB,"rgb(49, 79, 176)"
CAST_DotNet_ConversionOperatorVB,"rgb(49, 79, 176)"
CAST_MSTSQL_Database,"rgb(56, 138, 229)"
CAST_MSTSQL_Schema,"rgb(56, 138, 229)"
CAST_MSTSQL_ExternalSchema,"rgb(56, 138, 229)"
CAST_MSTSQL_Instance,"rgb(56, 138, 229)"
CAST_ASETSQL_DML_Trigger,"rgb(203, 28, 233)"
CAST_ASETSQL_Index,"rgb(203, 28, 233)"
CAST_ASETSQL_JFunction,"rgb(203, 28, 233)"
CAST_ASETSQL_Procedure,"rgb(203, 28, 233)"
CAST_ASETSQL_ViewColumn,"rgb(203, 28, 233)"
CAST_ASETSQL_View,"rgb(203, 28, 233)"
CAST_ASETSQL_TableColumn,"rgb(203, 28, 233)"
CAST_ASETSQL_RelationalTable,"rgb(203, 28, 233)"
CAST_ASETSQL_ExternalSchema,"rgb(203, 28, 233)"
CAST_ASETSQL_Schema,"rgb(203, 28, 233)"
CAST_ASETSQL_Database,"rgb(203, 28, 233)"
CAST_ASETSQL_Instance,"rgb(203, 28, 233)"
CAST_CICS_DatasetPrototype,"rgb(101, 41, 198)"
CAST_JCL_CatalogedJobPrototype,"rgb(62, 74, 148)"
CAST_DotNet_DynamicType,"rgb(148, 0, 255)"
CAST_JEE_StrutsAction,"rgb(0, 77, 101)"
CAST_JEE_StrutsInterceptor,"rgb(0, 77, 101)"
CAST_JEE_StrutsResult,"rgb(0, 77, 101)"
CAST_JEE_StrutsPackage,"rgb(0, 77, 101)"
CAST_JEE_StrutsFilter,"rgb(0, 77, 101)"
CAST_JEE_StrutsInterceptorStack,"rgb(0, 77, 101)"
CAST_JEE_StrutsValidator,"rgb(0, 77, 101)"
CAST_JEE_VALIDATION_FORM,"rgb(176, 114, 1)"
CAST_JEE_VALIDATION_FORM_FIELD,"rgb(176, 114, 1)"
CAST_Forms_AttachedLibrary,"rgb(223, 18, 18)"
CAST_Forms_Alert,"rgb(223, 18, 18)"
CAST_Forms_ObjectGroup,"rgb(223, 18, 18)"
CAST_Forms_Canvas,"rgb(223, 18, 18)"
CAST_Forms_Graphics,"rgb(223, 18, 18)"
CAST_Forms_Editor,"rgb(223, 18, 18)"
CAST_Forms_Window,"rgb(223, 18, 18)"
CAST_JEE_Struts2_ConfigurationFile,"rgb(0, 77, 101)"
CAST_C_CLR_Property,"rgb(243, 75, 7)"
CAST_C_CLR_PropertySetter,"rgb(243, 75, 7)"
CAST_C_CLR_PropertyGetter,"rgb(243, 75, 7)"
CAST_C_CLR_Event,"rgb(243, 75, 7)"
CAST_C_CLR_EventAddon,"rgb(243, 75, 7)"
CAST_C_CLR_EventRemoveon,"rgb(243, 75, 7)"
CAST_C_CLR_EventRaise,"rgb(243, 75, 7)"
CAST_Forms_Alert_Tab,"rgb(223, 18, 18)"
CAST_Forms_Graphics_Tab,"rgb(223, 18, 18)"
CAST_Forms_Canvas_Tab,"rgb(223, 18, 18)"
CAST_Forms_ObjectGroup_Tab,"rgb(223, 18, 18)"
CAST_Forms_ModuleParameter_Tab,"rgb(223, 18, 18)"
CAST_Forms_PrivateFunction,"rgb(223, 18, 18)"
CAST_Forms_PrivateProcedure,"rgb(223, 18, 18)"
CAST_Forms_PrivateFunction_Tab,"rgb(223, 18, 18)"
CAST_Forms_PrivateProcedure_Tab,"rgb(223, 18, 18)"
CAST_ABAP_SAPUnresolvedTable,"rgb(19, 133, 237)"
CAST_Forms_Window_Tab,"rgb(223, 18, 18)"
CAST_Forms_Editor_Tab,"rgb(223, 18, 18)"
CAST_MSTSQL_PrimaryKeyConstraint,"rgb(56, 138, 229)"
CAST_MSTSQL_ForeignKeyConstraint,"rgb(56, 138, 229)"
CAST_ASETSQL_PrimaryKeyConstraint,"rgb(203, 28, 233)"
CAST_ASETSQL_ForeignKeyConstraint,"rgb(203, 28, 233)"
CAST_MSTSQL_UniqueConstraint,"rgb(56, 138, 229)"
CAST_ASETSQL_UniqueConstraint,"rgb(203, 28, 233)"
CAST_DotNet_ClassVBException,"rgb(49, 79, 176)"
CAST_DotNet_ClassVBCustomAttribute,"rgb(49, 79, 176)"
CAST_DotNet_ClassVBDataSet,"rgb(49, 79, 176)"
CAST_DotNet_ClassVBUserControl,"rgb(49, 79, 176)"
CAST_DotNet_ClassVBForm,"rgb(49, 79, 176)"
CAST_DotNet_ClassVBCustomControl,"rgb(49, 79, 176)"
CAST_DotNet_ClassVBComponent,"rgb(49, 79, 176)"
CAST_DotNet_ClassVBServiceBase,"rgb(49, 79, 176)"
CAST_DotNet_ClassVBServicedComponent,"rgb(49, 79, 176)"
CAST_DotNet_ClassVBInstaller,"rgb(49, 79, 176)"
CAST_DotNet_ClassVBWebService,"rgb(49, 79, 176)"
CAST_DotNet_ClassVBWebServiceProxy,"rgb(49, 79, 176)"
CAST_DotNet_ClassVBCrystalReportClass,"rgb(49, 79, 176)"
CAST_DotNet_MethodPrototype,"rgb(148, 0, 255)"
CAST_DotNet_GenericClassVB,"rgb(49, 79, 176)"
CAST_DotNet_InstantiatedGenericClassVB,"rgb(49, 79, 176)"
CAST_DotNet_TypeParameterVB,"rgb(49, 79, 176)"
CAST_DotNet_GenericInterfaceVB,"rgb(49, 79, 176)"
CAST_DotNet_InstantiatedGenericInterfaceVB,"rgb(49, 79, 176)"
CAST_DotNet_GenericStructureVB,"rgb(49, 79, 176)"
CAST_DotNet_InstantiatedGenericStructureVB,"rgb(49, 79, 176)"
CAST_DotNet_EnumerationItemVB,"rgb(49, 79, 176)"
CAST_DotNet_GenericDelegateVB,"rgb(49, 79, 176)"
CAST_DotNet_InstantiatedGenericDelegateVB,"rgb(49, 79, 176)"
CAST_DotNet_EventVB,"rgb(49, 79, 176)"
CAST_DotNet_EventAddonVB,"rgb(49, 79, 176)"
CAST_DotNet_EventRemoveonVB,"rgb(49, 79, 176)"
CAST_DotNet_FieldVBServerControl,"rgb(49, 79, 176)"
CAST_DotNet_GenericMethodVB,"rgb(49, 79, 176)"
CAST_DotNet_InstantiatedGenericMethodVB,"rgb(49, 79, 176)"
CAST_DotNet_IndexerVB,"rgb(49, 79, 176)"
CAST_DotNet_IndexerSetterVB,"rgb(49, 79, 176)"
CAST_DotNet_IndexerGetterVB,"rgb(49, 79, 176)"
CAST_ASETSQL_ExternalDatabase,"rgb(203, 28, 233)"
CAST_MSTSQL_ExternalDatabase,"rgb(56, 138, 229)"
CAST_ASETSQL_ExternalInstance,"rgb(203, 28, 233)"
CAST_MSTSQL_ExternalInstance,"rgb(56, 138, 229)"
CAST_DotNet_EventRaiseVB,"rgb(49, 79, 176)"
CAST_DotNet_FieldCSharpCustomControl,"rgb(23, 134, 0)"
CAST_DotNet_FieldExternalCustomControl,"rgb(148, 0, 255)"
CAST_DotNet_FieldVBCustomControl,"rgb(49, 79, 176)"
CAST_JEE_SpringBeanProperty,"rgb(102, 156, 53)"
CAST_Java_Lambda,"rgb(176, 114, 1)"
CAST_COBOL_NestedProgram,"rgb(97, 36, 219)"
CDI_BEAN,"rgb(176, 114, 1)"
CAST_DotNet_SOAP_Proxy,"rgb(148, 0, 255)"
CAST_DotNet_SOAP_Server,"rgb(148, 0, 255)"
CAST_JEE_SINGLETON,"rgb(176, 114, 1)"
CAST_JEE_Spring_Batch_Job,"rgb(102, 156, 53)"
CAST_JEE_Spring_Batch_Step,"rgb(102, 156, 53)"
CAST_BO_Folder,"rgb(23, 111, 178)"
CAST_SpringData_UnknownTable,"rgb(102, 156, 53)"
CAST_RabbitMQ_Java_Exchange,"rgb(176, 114, 1)"
CAST_RabbitMQ_Java_Queue,"rgb(176, 114, 1)"
CAST_RabbitMQ_Python_Exchange,"rgb(53, 114, 10)"
CAST_RabbitMQ_Python_Queue,"rgb(53, 114, 10)"
CAST_IBMMQ_Java_QueueCall,"rgb(176, 114, 1)"
CAST_IBMMQ_Java_QueueReceive,"rgb(176, 114, 1)"
CAST_IBMMQ_Python_QueueCall,"rgb(53, 114, 10)"
CAST_IBMMQ_Python_QueueReceive,"rgb(53, 114, 10)"
CAST_SpringSecurity_Configuration,"rgb(102, 156, 53)"
CAST_JAXRS_GetResourceService,"rgb(181, 26, 0)"
CAST_C_SQLQuery,"rgb(156, 1, 58)"
CAST_COBOL_MQ_Publisher,"rgb(32, 166, 153)"
CAST_COBOL_MQ_Subscriber,"rgb(32, 166, 153)"
CAST_DotNet_Executable,"rgb(148, 0, 255)"
SAPCDSView,"rgb(232, 39, 4)"
CAST_IMS_TransactionFile,"rgb(97, 36, 219)"
CAST_IMS_Transaction,"rgb(97, 36, 219)"
CAST_JCL_SQLQuery,"rgb(62, 74, 148)"
CAST_Java_Service_CallToGet,"rgb(0, 140, 180)"
CAST_Java_Service_CallToPost,"rgb(176, 114, 1)"
CAST_Java_Service_CallToPut,"rgb(176, 114, 1)"
CAST_Java_Service_CallToDelete,"rgb(176, 114, 1)"
CAST_JCL_JCLToJava,"rgb(62, 74, 148)"
CAST_IMS_MessageFormatService,"rgb(23, 109, 162)"
CAST_IMS_MessageInputDescriptor,"rgb(23, 109, 162)"
CAST_IMS_MessageOutputDescriptor,"rgb(23, 109, 162)"
CAST_Java_Service_CallToPatch2,"rgb(176, 114, 1)"
CAST_Java2Program_JavaCall,"rgb(176, 114, 1)"
CAST_Java2Program_GeneralCall,"rgb(176, 114, 1)"
CAST_Java2Program_JarProgram,"rgb(176, 114, 1)"
CAST_Dotnet_Service_CallToGet,"rgb(148, 0, 255)"
CAST_Dotnet_Service_CallToPost,"rgb(148, 0, 255)"
CAST_Dotnet_Service_CallToPut,"rgb(148, 0, 255)"
CAST_Dotnet_Service_CallToDelete,"rgb(148, 0, 255)"
CAST_Dotnet_Service_CallToPatch,"rgb(148, 0, 255)"
CAST_JCL_ResolvedDataset,"rgb(62, 74, 148)"
JV_RECORD,"rgb(176, 114, 1)"
JV_RECORD_COMPONENT,"rgb(176, 114, 1)"
CAST_Dotnet_ADO_SqlQuery,"rgb(148, 0, 255)"
CAST_DotNet_Dapper_SQLQuery,"rgb(148, 0, 255)"
CAST_DotNet_NHibernate_Entity,"rgb(148, 0, 255)"
CAST_DotNet_NHibernate_Entity_Operation,"rgb(122, 74, 0)"
CAST_Java_GCP_Bigtable_Table,"rgb(255, 64, 19)"
CAST_Java_Unknown_GCP_Bigtable_Table,"rgb(255, 64, 19)"
CAST_DotNet_GCP_Bigtable_Table,"rgb(137, 12, 215)"
CAST_DotNet_Unknown_GCP_Bigtable_Table,"rgb(137, 12, 215)"
CAST_Java_JPA_Entity,"rgb(176, 114, 1)"
CAST_Java_JPA_Entity_Operation,"rgb(141, 134, 0)"
CAST_JAVA_SQLQuery,"rgb(176, 114, 1)"
CAST_DotNet_Dapper_Entity_Operation,"rgb(142, 21, 217)"
CAST_DotNet_Dapper_Entity,"rgb(148, 0, 255)"
CAST_Java_Spark_JDBC_Write,"rgb(176, 114, 1)"
CAST_Java_Spark_JDBC_Read,"rgb(176, 114, 1)"
CAST_Java_Spark_JDBC_SQLQuery,"rgb(176, 114, 1)"
CAST_Java_GCP_CloudStorage_Bucket,"rgb(255, 64, 19)"
CAST_Java_Unknown_GCP_CloudStorage_Bucket,"rgb(255, 64, 19)"
CAST_DotNet_GCP_CloudStorage_Bucket,"rgb(137, 12, 215)"
CAST_DotNet_GCP_Unknown_CloudStorage_Bucket,"rgb(137, 12, 215)"
CAST_Java_JPA_SQLQuery,"rgb(176, 114, 1)"
CAST_DotNet_GCP_PubSub_Publisher,"rgb(137, 12, 215)"
CAST_DotNet_GCP_PubSub_Unknown_Publisher,"rgb(137, 12, 215)"
CAST_DotNet_GCP_PubSub_Receiver,"rgb(137, 12, 215)"
CAST_DotNet_NHibernate_SQLQuery,"rgb(148, 0, 255)"
CAST_DotNet_GCP_PubSub_Subscription,"rgb(137, 12, 215)"
CAST_JAVA_JDBC_SQLQuery,"rgb(176, 114, 1)"
CAST_Java_GCP_PubSub_Publisher,"rgb(255, 64, 19)"
CAST_Java_GCP_Unknown_PubSub_Publisher,"rgb(255, 64, 19)"
CAST_Java_GCP_PubSub_Subscription,"rgb(255, 64, 19)"
CAST_Java_GCP_PubSub_Receiver,"rgb(255, 64, 19)"
CAST_Java_GCP_Unknown_PubSub_Receiver,"rgb(255, 64, 19)"
CAST_DotNet_GCP_Unknown_PubSub_Receiver,"rgb(137, 12, 215)"
CAST_DotNet_NHibernate_HQLQuery,"rgb(148, 0, 255)"
CAST_JAVA_JOOQ_SQLQuery,"rgb(176, 114, 1)"
CAST_Cobol_SQLQuery,"rgb(97, 36, 219)"
CAST_DotNet_EntLib_SQL_Query,"rgb(148, 0, 255)"
CAST_JAVA_JDBI_SQLQuery,"rgb(176, 114, 1)"
CAST_DotNet_gRPC_Method,"rgb(0, 163, 215)"
CAST_DotNet_CallTo_gRPC,"rgb(0, 163, 215)"
CAST_Java_JPA_JPQLQuery,"rgb(176, 114, 1)"
CAST_DotNet_Kafka_Publisher,"rgb(227, 36, 0)"
CAST_DotNet_Kafka_Unknown_Publisher,"rgb(227, 36, 0)"
CAST_DotNet_Kafka_Unknown_Receiver,"rgb(227, 36, 0)"
CAST_DotNet_Kafka_Receiver,"rgb(227, 36, 0)"
CAST_Java_JOOQ_Entity_Operation,"rgb(181, 26, 0)"
CAST_Java_JOOQ_Entity,"rgb(176, 114, 1)"
CAST_Java_Freemarker_FTLParameter,"rgb(176, 114, 1)"
CAST_Java_Freemarker_CallToFTL,"rgb(176, 114, 1)"
CAST_CICS_Webservice,"rgb(101, 41, 198)"
CAST_wsdl_CICS_webservice,"rgb(101, 41, 198)"
CAST_DotNet_ODataClient_GetHttpRequestService,"rgb(148, 0, 255)"
CAST_DotNet_ODataClient_DeleteHttpRequestService,"rgb(148, 0, 255)"
PLIFunction,"rgb(86, 153, 227)"
PLIMainProcedure,"rgb(86, 153, 227)"
PLIFileStructure,"rgb(86, 153, 227)"
PLIProcedure,"rgb(86, 153, 227)"
PLIErrorBlock,"rgb(86, 153, 227)"
PLIDB2Table,"rgb(86, 153, 227)"
PLCFunction,"rgb(86, 153, 227)"
PLCFileStructure,"rgb(86, 153, 227)"
PLCMainProcedure,"rgb(86, 153, 227)"
PLCProcedure,"rgb(86, 153, 227)"
PLCDB2Table,"rgb(86, 153, 227)"
PLCInclude,"rgb(86, 153, 227)"
PLCErrorBlock,"rgb(86, 153, 227)"
FortranProgram,"rgb(77, 65, 11)"
FortranModule,"rgb(77, 65, 11)"
FortranExternalSubroutine,"rgb(77, 65, 11)"
FortranExternalFunction,"rgb(77, 65, 11)"
FortranInterface,"rgb(77, 65, 11)"
FortranInternalSubroutine,"rgb(77, 65, 11)"
FortranInternalFunction,"rgb(77, 65, 11)"
FortranIOSTATVariable,"rgb(77, 65, 11)"
FortranSTATVariable,"rgb(77, 65, 11)"
FLEX_package,"rgb(208, 48, 10)"
FLEX_script,"rgb(208, 48, 10)"
FLEX_class,"rgb(208, 48, 10)"
FLEX_function,"rgb(208, 48, 10)"
FLEX_getter,"rgb(208, 48, 10)"
FLEX_setter,"rgb(208, 48, 10)"
FLEX_field,"rgb(208, 48, 10)"
FLEX_destination,"rgb(208, 48, 10)"
FLEX_RemoteObject,"rgb(208, 48, 10)"
FLEX_DestinationSource,"rgb(208, 48, 10)"
FLEX_RemoteClass,"rgb(208, 48, 10)"
RPG400Program,"rgb(154, 54, 215)"
RPG400MainSubroutine,"rgb(154, 54, 215)"
RPG400Subroutine,"rgb(154, 54, 215)"
RPG400FilePrinter,"rgb(154, 54, 215)"
RPG400FileDisk,"rgb(154, 54, 215)"
RPG400FileWorkstn,"rgb(154, 54, 215)"
RPG400FileSpecial,"rgb(154, 54, 215)"
RPG400FileSeq,"rgb(154, 54, 215)"
RPG400Procedure,"rgb(154, 54, 215)"
RPG400ProcedurePrototype,"rgb(154, 54, 215)"
RPG400SQLStructure,"rgb(154, 54, 215)"
RPG400CopyProgram,"rgb(154, 54, 215)"
RPG400Module,"rgb(154, 54, 215)"
RPG400UnknownProgram,"rgb(154, 54, 215)"
RPG400UnknownCopy,"rgb(154, 54, 215)"
RPG400UnknownDDSDiskFile,"rgb(190, 56, 243)"
RPG400UnknownDDSPrinterFile,"rgb(255, 134, 71)"
RPG400UnknownDDSDisplayFile,"rgb(255, 134, 71)"
RPG400UnknownProcedure,"rgb(154, 54, 215)"
RPG400IBMMQQueueCall,"rgb(154, 54, 215)"
RPG400IBMMQQueueReceive,"rgb(154, 54, 215)"
RPG400IBMMQUnknownQueueCall,"rgb(154, 54, 215)"
RPG400IBMMQUnknownQueueReceive,"rgb(154, 54, 215)"
RPG400DataQueueCall,"rgb(154, 54, 215)"
RPG400DataQueueReceive,"rgb(154, 54, 215)"
