id,typnam,familyicon,genericicon,typdsc
137716,CAST_Web_HTC_Method,Function,FunctionBlue,HTC Method
137717,CAST_VBScript_ServerSide_Constant,Variable,Variable,VBScript Server Side Constant
137718,CAST_VBScript_ServerSide_Variable,Variable,Variable,VBScript Server Side Variable
137719,CAST_VBScript_ServerSide_Class,Class,Class,VBScript Server Side Class
137720,CAST_VBScript_ServerSide_Sub,Procedure,Procedure,VBScript Server Side Sub
137721,CAST_VBScript_ServerSide_Function,Function,FunctionOrangeBracket,VBScript Server Side Function
137722,CAST_VBSCript_ServerSide_PropertyLet,Variable,VariablePropertyBlue,VBScript Server Side PropertyLet
137723,CAST_VBSCript_ServerSide_PropertyGet,PropertyGetter,PropertyGetter,VBScript Server Side PropertyGet
137724,CAST_VBSCript_ServerSide_PropertySet,PropertySetter,PropertySetter,VBScript Server Side PropertySet
137725,CAST_VBScript_ClientSide_Constant,Variable,Variable,VBScript Client Side Constant
137726,CAST_VBScript_ClientSide_Class,Class,Class,VBScript Client Side Class
137727,CAST_VBScript_ClientSide_Sub,Variable,Variable,VBScript Client Side Sub
137728,CAST_VBScript_ClientSide_Function,Function,FunctionOrangeBracket,VBScript Client Side Function
137729,CAST_VBSCript_ClientSide_PropertyLet,Variable,VariablePropertyBlue,VBScript Client Side PropertyLet
137730,CAST_VBSCript_ClientSide_PropertyGet,PropertyGetter,PropertyGetter,VBScript Client Side PropertyGet
137731,CAST_VBSCript_ClientSide_PropertySet,PropertySetter,PropertySetter,VBScript Client Side PropertySet
137734,CAST_Web_ExternalUrlDirectory,Folder,FolderDarkBlue,External URL
137735,CAST_DotNet_UnaryOperatorCSharp,Function,FunctionGreen,C# Unary Operator
137736,CAST_DotNet_BinaryOperatorCSharp,Function,FunctionGreen,C# Binary Operator
137737,CAST_DotNet_ConversionOperatorCSharp,Function,FunctionGreen,C# Conversion Operator
137738,CAST_HTML_Event,EventHandler,EventHandler,HTML Event
137741,CAST_Web_AppletDirectory,Folder,FolderDarkBlue,Web Applet Directory
137742,CAST_Java_Applet,Class,Class,Applet
137743,CAST_Javascript_ClientSide_Variable,Variable,VariablePropertyBlue,Javascript Client Side Variable
137744,CAST_Javascript_ServerSide_Variable,Variable,Variable,Javascript Server Side Variable
137745,CAST_Javascript_ServerSide_Method,Function,FunctionOrangeBracket,Javascript Server Side Method
137746,CAST_Javascript_ClientSide_Method,Function,FunctionOrangeBracket,Javascript Client Side Method
137748,CAST_Javascript_Method_Parameter,Function,FunctionOrange,Javascript Method Parameter
137753,CAST_VBScript_ClientSide_Variable,Variable,Variable,VBScript Client Side Variable
138012,CAST_Oracle_Instance,Database,Instance,Oracle instance
138014,CAST_Oracle_Schema,Schema,Schema,Oracle schema
138017,CAST_Oracle_RelationalTable,Table,Table,Oracle table
138018,CAST_SQL_UnresolvedTableSource,Table,UnresolvedTable,SQL unresolved table source
138020,CAST_ANSISQL_UnresolvedColumn,TableColumn,TableColumn,ANSI SQL unresolved column
138094,CAST_DotNet_Control,UIView,UIView,.NET Control
138104,CAST_DotNet_SourceFile,File,File_CSharp,.NET Source File
138105,CAST_DotNet_Application,Package,Application_DotNet,.NET Projects
138159,CAST_Oracle_Index,Index,Index,Oracle index
138183,CAST_Oracle_View,DatabaseView,DatabaseView,Oracle view
138207,CAST_Oracle_Sequence,Service,ServiceBlue,Oracle sequence
138219,CAST_Oracle_DDL_Trigger,Trigger,Trigger,Oracle ddl trigger
138220,CAST_Oracle_DML_Trigger,Trigger,Trigger,Oracle dml trigger
138244,CAST_Oracle_Procedure,Procedure,Procedure,Oracle procedure
138245,CAST_Oracle_Function,Function,FunctionBlue,Oracle function
138315,CAST_Oracle_CheckConstraint,UniqueKey,ConstraintBasic,Oracle check table constraint
138389,CAST_Oracle_PrimaryKeyConstraint,ConstraintPrimary,ConstraintPrimary,Oracle primary key table constraint
138391,CAST_Oracle_UniqueConstraint,UniqueKey,UniqueKey,Oracle unique table constraint
138393,CAST_Oracle_ForeignKeyConstraint,ForeignKey,ForeignKey,Oracle foreign key table constraint
138510,CAST_Oracle_PackageHeader,Package,PackageOrange,Oracle package header
138511,CAST_Oracle_PackageBody,Package,PackageOrange,Oracle package body
138581,CAST_ANSISQL_Domain,Package,Package,ANSI SQL Domain
138589,CAST_Oracle_ObjectTypeIncomplete,Package,Module,Oracle incomplete type
138590,CAST_Oracle_CollectionVarray,Variable,Variable,Oracle collection varray type
138591,CAST_Oracle_CollectionNestedTable,Table,Table,Oracle collection nested table type
138592,CAST_Oracle_ObjectType,Package,Module,Oracle object type
138628,CAST_Oracle_ObjectTypeBody,Package,Module,Oracle object type body
138732,CAST_Oracle_DatabaseLink,Database,DatabaseLink,Oracle database link
138743,CAST_Oracle_FunctionBasedIndex,Index,Index,Oracle function based index
138774,CAST_Oracle_BitmapIndex,Index,Index,Oracle bitmap index
138791,CAST_Oracle_MaterializedView,DatabaseView,DatabaseView,Oracle materialized view
138795,CAST_Oracle_Event_Trigger,Trigger,Trigger,Oracle database event trigger
138816,CAST_DotNet_ClassCSharpDataSet,DataSet,DataSet,C# DataSet
138817,CAST_DotNet_ClassCSharpUserControl,UIView,UIView,C# User Control
138818,CAST_DotNet_ClassCSharpForm,Form,Form,C# Form
138819,CAST_DotNet_ClassCSharpCustomControl,UIView,UIView,C# Custom Control
138820,CAST_DotNet_ClassCSharpComponent,Category,Interface,C# Component Class
138821,CAST_DotNet_ClassCSharpServiceBase,Category,Interface,C# Windows Service Class
138822,CAST_DotNet_ClassCSharpServicedComponent,Process,ProcessBlue,C# Windows Serviced Component
138823,CAST_DotNet_ClassCSharpInstaller,Category,Interface,C# Installer Class
138824,CAST_DotNet_ClassCSharpWebService,Process,ProcessBlue,C# Web Service
138825,CAST_DotNet_ClassCSharpWebServiceProxy,Process,ProcessBlue,C# Web Service Proxy
138826,CAST_DotNet_ClassCSharpCrystalReportClass,Class,ReportRed,C# Crystal Report Class
138827,CAST_DotNet_FieldCSharpServerControl,UIView,UIView,C# Server Control
138829,CAST_DotNet_ClassCSharpException,Package,PackageOrange,C# Exception
138830,CAST_DotNet_ClassCSharpCustomAttribute,Class,Class,C# Custom Attribute
138832,CAST_Oracle_TableColumn,TableColumn,TableColumn,Oracle table column
138835,CAST_ANSISQL_Owner,Package,PackageRed,ANSI SQL Object Owner
138871,CAST_MSTSQL_RelationalTable,Table,Table,Microsoft table
138872,CAST_MSTSQL_TableColumn,TableColumn,TableColumn,Microsoft table column
138873,CAST_MSTSQL_View,DatabaseView,DatabaseView,Microsoft view
138875,CAST_MSTSQL_Procedure,Procedure,Procedure,Microsoft procedure
138876,CAST_MSTSQL_Function,Function,FunctionBlue,Microsoft function
138877,CAST_MSTSQL_Index,Index,Index,Microsoft index
138891,CAST_MSTSQL_DML_Trigger,Trigger,Trigger,Microsoft DML trigger
138898,CAST_SAP_R3WDYN_Component,Service,ServiceBlue,R3 WebDynpro Component
138899,CAST_SAP_R3WDYN_ComponentController,Function,FunctionAction,R3 WebDynpro Component Controller
138900,CAST_SAP_R3WDYN_InterfaceController,Function,FunctionAction,R3 WebDynpro Interface Controller
138901,CAST_SAP_R3WDYN_InterfaceView,UIView,UIView,R3 WebDynpro Interface View
138902,CAST_SAP_R3WDYN_View,UIView,UIView,R3 WebDynpro View
138903,CAST_SAP_R3WDYN_Window,UIView,UIView,R3 WebDynpro Window
138904,CAST_SAP_R3WDYN_Application,Service,ServiceBlue,R3 WebDynpro Application
138906,CAST_SAP_R3WDYN_Attribute,Synonym,Synonym,R3 WebDynpro Attribute
138907,CAST_SAP_R3WDYN_Action,Process,ProcessBlue,R3 WebDynpro Action
138908,CAST_SAP_R3WDYN_EventHandler,EventHandler,EventHandler,R3 WebDynpro Event Handler
138909,CAST_SAP_R3WDYN_Method,Function,FunctionBlue,R3 WebDynpro Method
138913,CAST_SAP_R3WDYN_File,File,File_Grey,SAP Web Dynpro File
138917,CAST_SAP_R3WDYN_SupplyFunction,Function,FunctionBlue,R3 WebDynpro Supply Function
138936,CAST_SQL_UnresolvedSchema,Schema,UnknownSchema,SQL unresolved Schema
138937,CAST_SQL_UnresolvedServer,Database,UnknownDatabaseConnection,SQL unresolved server
138938,CAST_SQL_UnresolvedProcedure,Procedure,ProcedureGrey,SQL unresolved procedure
138939,CAST_SQL_UnresolvedFunction,Function,FunctionExternal,SQL unresolved procedure
138955,CAST_DotNet_CSharpFile,File,File_CSharp,C# Source File
138956,CAST_DotNet_VBNetFile,File,File_VB,VB.NET Source File
138957,CAST_DotNet_AspxFile,File,File_ASPX,Aspx Source File
138958,CAST_DotNet_AscxFile,File,File_ASCX,Ascx Source File
138959,CAST_DotNet_AsmxFile,File,File_ASMX,Asmx Source File
138960,CAST_DotNet_AsaxFile,File,File_ASAX,Asax Source File
138961,CAST_DotNet_MasterFile,Folder,FolderLightBlue,Master Source File
138962,CAST_DotNet_SkinFile,File,File_CSS,Skin Source File
138963,CAST_DotNet_HtmFile,File,File_HTML,Htm Source File
138964,CAST_DotNet_HtmlFile,File,File_HTML,Html Source File
138965,CAST_DotNet_HtcFile,File,File_HTC,Htc Source File
138966,CAST_DotNet_JavaScriptFile,File,File_JS,Java Script Source File
138967,CAST_DotNet_AsaFile,File,File_ASA,ASA Source File
138968,CAST_DotNet_AspFile,File,File_ASP,ASP Source File
138969,CAST_DotNet_VBScriptFile,File,File_VB,Visual Basic Script Source File
138970,CAST_DotNet_ConfigurationFile,File,File_Grey,Configuration Source File
138971,CAST_DotNet_SettingsFile,File,File_Grey,Settings Source File
138972,CAST_DotNet_DataSetFile,File,File_Data,Data Set Source File
138978,CAST_SAP_R3WDYN_InboundPlugin,Function,FunctionBlueService,SAP R3WDYN inbound plugin
138979,CAST_SAP_R3WDYN_OutboundPlugin,Function,FunctionBlueService,SAP R3WDYN outbound plugin
139003,CAST_SQL_NamedQuery,SQLNamedQuery,SQLNamedQuery,SQL Named Query
139055,CAST_DotNet_GenericClassExternal,Class,ClassExternal,.NET Generic Class
139056,CAST_DotNet_GenericInterfaceExternal,Category,InterfaceExternal,.NET Generic Interface
139057,CAST_DotNet_GenericStructureExternal,Category,InterfaceExternal,.NET Generic Structure
139058,CAST_DotNet_GenericDelegateExternal,Package,PackageGrey,.NET Generic Delegate
139059,CAST_DotNet_TypeParameterExternal,Variable,VariableExternal,.NET Generic Type Parameter
139060,CAST_DotNet_EventExternal,EventHandler,EventHandlerExternal,.NET Event
139061,CAST_DotNet_EventAddExternal,Function,FunctionExternal,.NET Event Add
139062,CAST_DotNet_EventRemoveExternal,Function,FunctionExternal,.NET Event Remove
139064,CAST_DotNet_FieldExternal,Variable,VariableExternal,.NET Field
139068,CAST_DotNet_GenericMethodExternal,Function,FunctionExternal,.NET Generic Method
139069,CAST_DotNet_IndexerExternal,Index,IndexExternal,.NET Indexer
139070,CAST_DotNet_IndexerGetterExternal,Index,IndexExternal,.NET Indexer Get
139071,CAST_DotNet_IndexerSetterExternal,Index,IndexExternal,.NET Indexer Set
139072,CAST_DotNet_UnaryOperatorExternal,Function,FunctionExternal,.NET Unary Operator
139073,CAST_DotNet_BinaryOperatorExternal,Function,FunctionExternal,.NET Binary Operator
139074,CAST_DotNet_ConversionOperatorExternal,Function,FunctionExternal,.NET Conversion Operator
139088,CAST_COBOL_ProgramPrototype,Program,Program,Cobol Program
139089,CAST_JCL_ProcedurePrototype,Procedure,ProcedureGrey,Unknown JCL Procedure
139091,CAST_JCL_IncludedFilePrototype,Program,Program,JCL Included not found
139123,CAST_DotNet_InstantiatedGenericClassExternal,Class,ClassExternal,.NET Instantiated Generic Class
139124,CAST_DotNet_InstantiatedGenericInterfaceExternal,Category,InterfaceExternal,.NET Instantiated Generic Interface
139125,CAST_DotNet_InstantiatedGenericStructureExternal,Class,ClassExternal,.NET Instantiated Generic Structure
139126,CAST_DotNet_InstantiatedGenericDelegateExternal,Package,PackageGrey,.NET Instantiated Generic Delegate
139130,CAST_DotNet_ClassExternalException,Package,PackageGrey,.NET Exception
139131,CAST_DotNet_ClassExternalCustomAttribute,Class,ClassExternal,.NET Custom Attribute
139132,CAST_DotNet_ClassExternalDataSet,DataModule,DataModuleExternal,.NET DataSet
139133,CAST_DotNet_ClassExternalUserControl,UIView,UIViewExternal,.NET User Control
139134,CAST_DotNet_ClassExternalForm,Form,Form,.NET Form
139135,CAST_DotNet_ClassExternalCustomControl,UIView,UIViewExternal,.NET Custom Control
139136,CAST_DotNet_ClassExternalComponent,Process,ProcessExternal,.NET Component Class
139137,CAST_DotNet_ClassExternalServiceBase,Category,InterfaceExternal,.NET Windows Service Class
139138,CAST_DotNet_ClassExternalServicedComponent,DataModule,DataModuleExternal,.NET Windows Serviced Component
139139,CAST_DotNet_ClassExternalInstaller,Category,InterfaceExternal,.NET Installer Class
139140,CAST_DotNet_ClassExternalWebService,Category,InterfaceExternal,.NET Web Service
139141,CAST_DotNet_ClassExternalWebServiceProxy,Category,InterfaceExternal,.NET Web Service Proxy
139142,CAST_DotNet_ClassExternalCrystalReportClass,Class,ReportGrey,.NET Crystal Report Class
139143,CAST_DotNet_FieldExternalServerControl,UIView,UIViewExternal,.NET Server Control
139145,CAST_COBOL_UtilityProgram,Program,SubProgram,JCL External Program
139147,CAST_JCL_UtilityProcedure,Procedure,Procedure,JCL External Procedure
139223,CAST_Oracle_ViewColumn,TableColumn,DatabaseViewColumn,Oracle view column
139224,CAST_MSTSQL_ViewColumn,TableColumn,DatabaseViewColumn,Microsoft view column
139263,CAST_DotNet_XamlFile,File,File_HTML,Xaml Source File
139271,CAST_IMS_ProgramSpecificationBlockPrototype,Process,ProcessPurple,IMS PSB
139274,CAST_AST_ANSISQL_AnonymousDatatype,DataBlock,DataObject,Oracle datatype
139316,CAST_COBOL_ExternalFilePrototype,File,File_Grey,Cobol File Link
139981,CAST_COBOL_SavedDeclaratives,DataBlock,DataObject,Declarative Block
139985,CAST_COBOL_SavedDeclarativesSection,Section,Section,Declarative Section
139988,CAST_COBOL_SavedDeclarativesParagraph,DataBlock,DataObject,Declarative Paragraph
140118,CAST_Oracle_PrivateProcedure,Procedure,ProcedurePrivate,Oracle private stored procedure
140119,CAST_Oracle_PrivateFunction,Function,FunctionBluePrivate,Oracle private stored function
140176,CAST_DotNet_InstantiatedGenericMethodCSharp,Function,FunctionGreen,C# Instantiated Method
140177,CAST_DotNet_InstantiatedGenericMethodExternal,Function,FunctionExternal,.NET Instantiated Generic Method
140282,CAST_ABAP_ConstantAbapMember,Synonym,Synonym,Constant ABAP Member
140285,CAST_Oracle_Cursor,Cursor,CursorBlue,Oracle package cursor
140382,CAST_ABAP_SAPTableColumn,TableColumn,TableColumn,SAP table column
140383,CAST_ABAP_SAPTableIndex,Index,Index,SAP table index
140384,CAST_ABAP_SAPTablePrimaryKey,ConstraintPrimary,ConstraintPrimary,SAP table primary key
140385,CAST_ABAP_SAPTableForeignKey,ForeignKey,ForeignKey,SAP table foreign key
140392,CAST_Java_LocalVariable,Variable,Variable,Java Local variable
140519,CAST_Oracle_ExternalSchema,Schema,UnknownSchema,SQL unknown schema
140531,CAST_IMS_DatabasePrototype,Database,Database,IMS DB Definition
140539,CAST_ANSISQL_ExternalObject,Package,DataModuleExternal,Unknown SQL object
140561,CAST_IMS_ProgramControlBlockPrototype,Process,ProcessBlue,IMS PCB
140583,CAST_Oracle_PublicSynonym,Synonym,Synonym,Oracle public synonym
140584,CAST_Oracle_PrivateSynonym,Synonym,Synonym,Oracle private synonym
140667,CAST_CICS_TDQueuePrototype,Queue,Queue,Unknown CICS Transient Data
140669,CAST_CICS_MapSetPrototype,List,ListRedCorner,Unknown CICS Mapset
140671,CAST_CICS_MapPrototype,List,List,Unknown CICS Map
140673,CAST_IMS_FilePrototype,File,File_Grey,IMS FILE
140697,CAST_Oracle_ObjectTable,Package,Module,Oracle object table
140757,CAST_JEE_Annotation_file,File,File_Grey,J2EE XML Annotation File
140776,CAST_Mainframe_NotHandledType,Package,Module,External objects not handled by an analyzer
140914,CAST_DotNet_FieldVB,Variable,Variable,VB.NET Field
140915,CAST_DotNet_ConstantVB,Variable,Variable,VB.NET Constant field
140916,CAST_DotNet_MethodVB,Function,FunctionGreen,VB.NET Method
140917,CAST_DotNet_UnaryOperatorVB,Function,FunctionGreen,VB.NET Unary Operator
140918,CAST_DotNet_BinaryOperatorVB,Function,FunctionGreen,VB.NET Binary Operator
140919,CAST_DotNet_ConversionOperatorVB,Function,FunctionGreen,VB.NET Conversion Operator
140949,CAST_MSTSQL_Database,Database,Database,Microsoft database
140950,CAST_MSTSQL_Schema,Schema,Schema,Microsoft schema
140951,CAST_MSTSQL_ExternalSchema,Schema,UnknownSchema,Microsoft unknown schema
140952,CAST_MSTSQL_Instance,Database,Instance,Microsoft instance
140967,CAST_ASETSQL_DML_Trigger,Trigger,Trigger,Sybase DML trigger
140971,CAST_ASETSQL_Index,Index,Index,Sybase index
140972,CAST_ASETSQL_JFunction,Function,FunctionBlue,Sybase java function
140973,CAST_ASETSQL_Procedure,Procedure,Procedure,Sybase procedure
140975,CAST_ASETSQL_ViewColumn,TableColumn,DatabaseViewColumn,Sybase view column
140976,CAST_ASETSQL_View,DatabaseView,DatabaseView,Sybase view
140977,CAST_ASETSQL_TableColumn,TableColumn,TableColumn,Sybase table column
140978,CAST_ASETSQL_RelationalTable,Table,Table,Sybase table
140979,CAST_ASETSQL_ExternalSchema,Schema,UnknownSchema,Sybase unknown schema
140980,CAST_ASETSQL_Schema,Schema,Schema,Sybase schema
140981,CAST_ASETSQL_Database,Database,Database,Sybase database
140982,CAST_ASETSQL_Instance,Database,Instance,Sybase instance
141021,CAST_CICS_DatasetPrototype,DataSet,DataSet,CICS DataSet
141022,CAST_JCL_CatalogedJobPrototype,Process,ProcessRed,JCL Job
141094,CAST_DotNet_DynamicType,Variable,VariablePropertyGreen,.NET Dynamic type
141139,CAST_JEE_StrutsAction,Service,ServiceOrange,Struts Action
141140,CAST_JEE_StrutsInterceptor,Package,ProcessRed,Struts Interceptor
141141,CAST_JEE_StrutsResult,DataSet,DataSet,Struts Result
141142,CAST_JEE_StrutsPackage,Package,PackageOrange,Struts Package
141143,CAST_JEE_StrutsFilter,Function,FunctionAction,Struts Filter
141167,CAST_JEE_StrutsInterceptorStack,Package,ProcessRed,Struts Interceptor Stack
141190,CAST_JEE_StrutsValidator,Function,FunctionValidator,Struts Validator
141203,CAST_JEE_VALIDATION_FORM,Function,FunctionValidator,Validation Form
141204,CAST_JEE_VALIDATION_FORM_FIELD,Function,FunctionValidator,Validation Form Field
141223,CAST_Forms_AttachedLibrary,Package,PackageRed,Oracle Forms Attached Library
141226,CAST_Forms_Alert,UIView,Alert,Oracle Forms Alert
141232,CAST_Forms_ObjectGroup,DataBlock,DataObject,Oracle Forms Object Group
141234,CAST_Forms_Canvas,UIView,Canvas,Oracle Forms Canvas
141235,CAST_Forms_Graphics,UIView,TemplateChart,Oracle Forms Graphics
141236,CAST_Forms_Editor,UIView,TemplateText,Oracle Forms Editor
141242,CAST_Forms_Window,UIView,UIView,Oracle Forms Window
141245,CAST_JEE_Struts2_ConfigurationFile,File,File_Grey,Struts2 Configuration File
141287,CAST_C_CLR_Property,Variable,VariablePropertyBlue,C++ (Managed) Property
141288,CAST_C_CLR_PropertySetter,PropertySetter,PropertySetter,C++ (Managed) Property Set
141289,CAST_C_CLR_PropertyGetter,PropertyGetter,PropertyGetter,C++ (Managed) Property Get
141290,CAST_C_CLR_Event,EventHandler,EventHandler,C++ (Managed) Event
141291,CAST_C_CLR_EventAddon,EventHandler,EventHandler,C++ (Managed) Event Add
141292,CAST_C_CLR_EventRemoveon,EventHandler,EventHandler,C++ (Managed) Event Remove
141296,CAST_C_CLR_EventRaise,EventHandler,EventHandler,C++ (Managed) Event Raise
141367,CAST_Forms_Alert_Tab,UIView,AlertRedCorner,Oracle Forms Alert Tab
141368,CAST_Forms_Graphics_Tab,UIView,TemplateChart,Oracle Forms Graphics Tab
141369,CAST_Forms_Canvas_Tab,UIView,CanvasRedCorner,Oracle Forms Canvas Tab
141370,CAST_Forms_ObjectGroup_Tab,DataBlock,DataObjectRedCorner,Oracle Forms Object Group Tab
141371,CAST_Forms_ModuleParameter_Tab,DataBlock,DataObjectRedCorner,Oracle Forms Menu Module Parameter Tab
141425,CAST_Forms_PrivateFunction,Function,FunctionBluePrivate,Oracle Forms private stored function
141426,CAST_Forms_PrivateProcedure,Procedure,ProcedurePrivate,Oracle Forms Procedure
141427,CAST_Forms_PrivateFunction_Tab,Function,FunctionBluePrivate,Oracle Forms  Library Tab private Function
141428,CAST_Forms_PrivateProcedure_Tab,Procedure,ProcedurePrivate,Oracle Forms Library Tab Private Procedure
141449,CAST_ABAP_SAPUnresolvedTable,Table,UnresolvedTable,SAP unresolved Table
141457,CAST_Forms_Window_Tab,UIView,UIViewRedCorner,Oracle Forms Window Tab
141458,CAST_Forms_Editor_Tab,UIView,TemplateText,Oracle Forms Editor Tab
141494,CAST_MSTSQL_PrimaryKeyConstraint,ConstraintPrimary,ConstraintPrimary,Microsoft primary key table constraint
141495,CAST_MSTSQL_ForeignKeyConstraint,ForeignKey,ForeignKey,Microsoft foreign key table constraint
141497,CAST_ASETSQL_PrimaryKeyConstraint,ConstraintPrimary,ConstraintPrimary,Sybase primary key table constraint
141498,CAST_ASETSQL_ForeignKeyConstraint,ForeignKey,ForeignKey,Sybase foreign key table constraint
141499,CAST_MSTSQL_UniqueConstraint,UniqueKey,UniqueKey,Microsoft unique table constraint
141500,CAST_ASETSQL_UniqueConstraint,UniqueKey,UniqueKey,Sybase unique table constraint
141672,CAST_DotNet_ClassVBException,Package,PackageOrange,VB.NET Exception
141673,CAST_DotNet_ClassVBCustomAttribute,Class,Class,VB.NET Custom Attribute
141674,CAST_DotNet_ClassVBDataSet,DataSet,DataSet,VB.NET DataSet
141675,CAST_DotNet_ClassVBUserControl,UIView,UIView,VB.NET User Control
141676,CAST_DotNet_ClassVBForm,Form,Form,VB.NET Form
141677,CAST_DotNet_ClassVBCustomControl,UIView,UIView,VB.NET Custom Control
141678,CAST_DotNet_ClassVBComponent,Process,ProcessBlue,VB.NET Component Class
141679,CAST_DotNet_ClassVBServiceBase,Category,Interface,VB.NET Windows Service Class
141680,CAST_DotNet_ClassVBServicedComponent,Process,ProcessBlue,VB.NET Windows Serviced Component
141681,CAST_DotNet_ClassVBInstaller,Category,Interface,VB.NET Installer Class
141682,CAST_DotNet_ClassVBWebService,Process,ProcessBlue,VB.NET Web Service
141683,CAST_DotNet_ClassVBWebServiceProxy,Process,ProcessBlue,VB.NET Web Service Proxy
141684,CAST_DotNet_ClassVBCrystalReportClass,Class,ReportRed,VB.NET Crystal Report Class
141700,CAST_DotNet_MethodPrototype,Function,FunctionGreen,Unknown .NET Method
141724,CAST_DotNet_GenericClassVB,Class,Class,VB.NET Generic Class
141725,CAST_DotNet_InstantiatedGenericClassVB,Class,ClassInstance,VB.NET Instantiated Class
141726,CAST_DotNet_TypeParameterVB,Variable,Variable,VB.NET Generic Type Parameter
141727,CAST_DotNet_GenericInterfaceVB,Category,Interface,VB.NET Generic Interface
141729,CAST_DotNet_InstantiatedGenericInterfaceVB,Category,Interface,VB.NET Instantiated Interface
141731,CAST_DotNet_GenericStructureVB,Category,Category,VB.NET Generic Structure
141732,CAST_DotNet_InstantiatedGenericStructureVB,Class,ClassInstance,VB.NET Instantiated Structure
141733,CAST_DotNet_EnumerationItemVB,EnumItem,EnumItem,VB.NET Enumeration Item
141734,CAST_DotNet_GenericDelegateVB,Package,Module,VB.NET Generic Delegate
141735,CAST_DotNet_InstantiatedGenericDelegateVB,Package,Module,VB.NET Instantiated Delegate
141736,CAST_DotNet_EventVB,EventHandler,EventHandler,VB.NET Event
141737,CAST_DotNet_EventAddonVB,Function,FunctionGreen,VB.NET Event Add
141738,CAST_DotNet_EventRemoveonVB,Function,FunctionGreen,VB.NET Event Remove
141740,CAST_DotNet_FieldVBServerControl,UIView,UIView,VB.NET Server Control
141745,CAST_DotNet_GenericMethodVB,Function,FunctionGreen,VB.NET Generic Method
141746,CAST_DotNet_InstantiatedGenericMethodVB,Function,FunctionGreen,VB.NET Instantiated Method
141747,CAST_DotNet_IndexerVB,Index,Index,VB.NET Property
141748,CAST_DotNet_IndexerSetterVB,Index,Index,VB.NET Property Set
141749,CAST_DotNet_IndexerGetterVB,Index,Index,VB.NET Property Get
141751,CAST_ASETSQL_ExternalDatabase,Database,DatabaseExternal,Sybase unknown database
141752,CAST_MSTSQL_ExternalDatabase,Database,DatabaseExternal,Microsoft unknown database
141783,CAST_ASETSQL_ExternalInstance,Database,Instance,Sybase unknown instance
141784,CAST_MSTSQL_ExternalInstance,Database,Instance,Microsoft unknown instance
141799,CAST_DotNet_EventRaiseVB,Function,FunctionGreen,VB.NET Event Raise
141842,CAST_DotNet_FieldCSharpCustomControl,UIView,UIView,C# Custom Control
141845,CAST_DotNet_FieldExternalCustomControl,UIView,UIViewExternal,.NET Custom Control
141846,CAST_DotNet_FieldVBCustomControl,UIView,UIView,VB.NET Custom Control
141906,CAST_JEE_SpringBeanProperty,Variable,Variable,Property of a Spring bean used for dependency injection
142034,CAST_Java_Lambda,Lambda,Lambda,Java Lambda Expression
142072,CAST_COBOL_NestedProgram,Program,Program,Nested Cobol Program
142074,CDI_BEAN,Beans,Beans,CDI Named Bean
142097,CAST_DotNet_SOAP_Proxy,ResourceServicePost,ResourceServicePost,.NET SOAP ressource service
142098,CAST_DotNet_SOAP_Server,ResourceServicePost,ResourceServicePost,.NET SOAP operation
142121,CAST_JEE_SINGLETON,Class,Class,Singleton Java Bean
142123,CAST_SQL_NamedStoredProcedureQuery,SQLNamedQuery,SQLNamedQuery,SQL Named Stored Procedure Query
142175,CAST_JEE_Spring_Batch_Job,Process,ProcessGreen,Spring Batch Job
142176,CAST_JEE_Spring_Batch_Step,Process,ProcessGreen,Spring Batch Step
142238,CAST_BO_Folder,Folder,FolderLightBlue,BO Folder
142265,CAST_SpringData_UnknownTable,Schema,UnknownSchema,SpringData Unknown Table
142266,CAST_RabbitMQ_Java_Exchange,QueueCall,QueueCall,RabbitMQ Java Exchange
142267,CAST_RabbitMQ_Java_Queue,QueueReceive,QueueReceive,RabbitMQ Java Queue
142273,CAST_RabbitMQ_Python_Exchange,QueueCall,QueueCall,RabbitMQ Python Exchange
142274,CAST_RabbitMQ_Python_Queue,QueueReceive,QueueReceive,RabbitMQ Python Queue
142278,CAST_IBMMQ_Java_QueueCall,QueueCall,QueueCall,IBM MQ Java Queue Publisher
142279,CAST_IBMMQ_Java_QueueReceive,QueueReceive,QueueReceive,IBM MQ Java Queue Receiver
142300,CAST_IBMMQ_Python_QueueCall,QueueCall,QueueCall,IBM MQ Python QueueCall
142301,CAST_IBMMQ_Python_QueueReceive,QueueReceive,QueueReceive,IBM MQ Python QueueReceive
142302,CAST_SpringSecurity_Configuration,File,File_Grey,Spring Security Xml Configuration
142313,CAST_JAXRS_GetResourceService,ResourceServiceGet,ResourceServiceGet,JAX RS Get Resource Service
142349,CAST_C_SQLQuery,SQLNamedQuery,SQLNamedQuery,SQL Query
142367,CAST_COBOL_MQ_Publisher,QueueCall,QueueCall,Publisher IBM MQ
142375,CAST_COBOL_MQ_Subscriber,QueueReceive,QueueReceive,Subscriber IBM MQ
142380,CAST_DotNet_Executable,Package,Application_DotNet,.NET Program
142388,SAPCDSView,Service,ServiceBlue,SAP CDS View
142412,CAST_IMS_TransactionFile,File,File_Grey,IMS Transaction File
142414,CAST_IMS_Transaction,Cursor,CursorRed,IMS Transaction
142417,CAST_JCL_SQLQuery,SQLNamedQuery,SQLNamedQuery,JCL SQL Query
142418,CAST_Java_Service_CallToGet,ResourceServiceGet,ResourceServiceGet,Java Get Resource Service
