id,typnam,familyicon,genericicon,typdsc
215,JV_EJB_ENTITY,DataBlock,DataObjectBrown,Entity Java Bean
216,JV_EJB_SESSION,Service,ServiceRed,Session Java Bean
222,CAST_Forms_RecordGroup,DataBlock,DataObject,Oracle Forms Record Group
223,CAST_Forms_LOV,List,List,Oracle Forms LOV
224,CAST_Forms_PopupMenu,UIView,Menu,Oracle Forms Popup Menu
225,CAST_Forms_PopupMenuItem,UIView,MenuItem,Oracle Forms Popup Menu Item
229,CAST_Com_Property,Variable,Variable,COM Property
237,CAST_Com_TypeLibCwmmImported,Folder,FolderDarkBlue,Imported COM Components
268,JSP_SERVLET,Service,ServiceOrange,Servlet
269,JV_APPLET,Class,Class,Applet
273,CAST_Web_Variable,Variable,Variable,eVariable
274,CAST_Web_File,File,File_HTML,eFile
275,CAST_Web_FunctionClass,Class,Class,eClass
279,CAST_Web_Directory,Folder,FolderDarkBlue,eDirectory
282,JSP_BEAN,Beans,Beans,J2EE Scoped Bean
283,JSP_BEAN_PROP,Beans,Beans,Bean Property
284,JSP_TAG_LIB,Package,Package,JSP Custom Tag Library
285,JSP_TAG,Variable,Annotation,JSP Custom Tag
286,JSP_TAG_ATTR,Variable,Annotation,JSP Custom Tag Attribute
290,JSP_SERVLET_MAPPING,Package,ProcessRed,Servlet Mapping
292,CAST_Forms_PropertyClass,Class,Class,Oracle Forms Property Class
293,CAST_Forms_VisualAttributes,UITextField,UITextFields,Oracle Forms Visual Attributes
307,CAST_Web_FunctionEvent,EventHandler,EventHandler,eEvent
308,CAST_Web_FunctionFunction,Function,FunctionOrangeBracket,eFunction
309,CAST_Web_FunctionProcedure,Procedure,Procedure,eSub
310,CAST_Web_FunctionMethod,Function,FunctionBlue,eMethod
311,CAST_Web_FunctionPropertyGet,PropertyGetter,PropertyGetter,ePropertyGet
314,CAST_Forms_Trigger_Tab,Trigger,TriggerRedCorner,Oracle Forms Library Tab Trigger
315,CAST_Forms_DataBlock_Tab,DataBlock,DataBlockRedCorner,Oracle Forms Library Tab DataBlock
316,CAST_Forms_DataBlockItem_Tab,DataBlock,DataBlockItemRedCorner,Oracle Forms Library Tab DataBlock Item
317,CAST_Forms_Menu_Tab,UIView,MenuRedCorner,Oracle Forms Library Tab Menu
318,CAST_Forms_MenuItem_Tab,UIView,MenuItemRedCorner,Oracle Forms Library Tab Menu Item
319,CAST_Forms_Procedure_Tab,Procedure,ProcedureRedCorner,Oracle Forms Library Tab Procedure
320,CAST_Forms_Function_Tab,Function,FunctionPurpleRedCorner,Oracle Forms Library Tab Function
321,CAST_Forms_Package_Tab,Package,PackageOrangeRedCorner,Oracle Forms Library Tab Package
322,CAST_Forms_PackageBody_Tab,Package,PackageOrangeRedCorner,Oracle Forms Library Tab Package
323,CAST_Forms_RecordGroup_Tab,DataBlock,DataObjectRedCorner,Oracle Forms Library Tab Record group
324,CAST_Forms_LOV_Tab,List,ListRedCorner,Oracle Forms Library Tab LOV
325,CAST_Forms_PropertyClass_Tab,Class,ClassRedCorner,Oracle Forms Library Tab Property Class
326,CAST_Forms_VisualAttributes_Tab,UITextField,UITextFieldsRedCorner,Oracle Forms Library Tab Visual Attributes
327,CAST_Forms_ObjectLibrary,File,File_OLB,Oracle Forms Object Library
328,CAST_Forms_ObjectLibraryTab,Package,ModuleRedCorner,Oracle Forms Library Tab
357,PLSQLFILE,File,File_SQL,PL/SQL Script
362,CAST_Web_FunctionPropertyLet,Variable,VariablePropertyBlue,ePropertyLet
363,JSP_PROPERTY_MAPPING,Process,ProcessRed,Java Property Mapping
364,JSP_APPDESCRIPTOR,Function,FunctionOrangeProcess,J2EE Web Application Descriptor
365,JSP_PROPERTIES_FILE,File,File_Grey,Java Properties File
366,JSP_XMLCONFIG_FILE,File,File_Grey,J2EE XML File
367,JSP_ACTION_MAPPING,Service,ServiceOrange,Struts Action Mapping
426,CAST_Web_FunctionPropertySet,PropertySetter,PropertySetter,ePropertySet
512,C_FILE,File,File_Cpp,C/C++ File
513,C_CLASS,Class,Class,C++ Class
514,C_METHOD,Function,FunctionGreen,C++ Method
515,C_GLOBAL,Variable,Variable,C/C++ Global variables folder
516,C_FUNCTION,Function,FunctionGreen,C/C++ Function
517,C_MACRO,Macro,Macro,C/C++ Macro
522,CAST_Web_Instance,Region,Application_Web,eInstance
527,C_ROOTDIRECTORY,Folder,FolderRed,C/C++ Root Directory
528,C_DIRECTORY,Folder,FolderLightBlue,C/C++ Directory
541,JV_EJB_MESSAGE,Function,FunctionBean,Message Driven Java Bean
542,PLSQLANALYSE,File,File_SQL,PL/SQL Script Analyze
544,CAST_COBOL_Copybook,Book,Book,Cobol CopyBook
545,CAST_COBOL_SavedProgram,Program,Program,Cobol Program
546,CAST_COBOL_Interface,Category,Interface,Cobol Interface
547,CAST_COBOL_Class,Class,Class,Cobol Class
548,CAST_COBOL_SavedSection,Section,Section,Cobol Section
549,CAST_COBOL_Directory,Folder,FolderLightBlue,Cobol Directory
550,COBOL_ROOTDIRECTORY,Folder,FolderDarkBlue,Cobol Root Directory
553,CAST_COBOL_Entry,UITextField,UITextFieldRedCorner,Cobol Entry Point
562,CAST_Web_URLDirectory,Folder,FolderLightBlue,URL
563,PB_GLOBALVARIABLE,Variable,Variable,PB Global Variable
564,PB_MEMBERVARIABLE,Variable,Variable,PB Member Variable
565,C_GLOBALVARIABLE,Variable,Variable,C/C++ Global Variable
566,C_MEMBER,Function,FunctionBlueBracket,C++ Member
568,C_CLASSFOLDER,Folder,FolderDarkBlue,C++ Classes Folder
571,CAST_JCL_CatalogedJob,Process,ProcessRed,JCL Job
572,CAST_JCL_CatalogedProcedure,Procedure,Procedure,JCL Procedure
573,CAST_JCL_AnalyzedIncludedFile,File,File_PurpleText,JCL Included
574,CAST_JCL_InstreamProcedure,Procedure,Procedure,JCL in-stream Procedure
575,CAST_JCL_Step,Process,PackageOrange,JCL Step
576,CAST_JCL_Directory,Folder,FolderLightBlue,JCL Directory
577,CAST_JCL_RootDirectory,Folder,FolderLightBlue,JCL Root Directory
583,C_DESTRUCTOR,Destructor,Destructor,C++ Destructor
584,C_CONSTRUCTOR,Constructor,Constructor,C++ Constructor
585,C_STRUCT,Class,Class,C/C++ Struct
592,PB_ANALYSE,Process,ProcessGreen,PB Analyse
593,C_UNION,Class,UnionBlue,C/C++ Union
594,C_ENUM,Enumeration,Enumeration,C/C++ Enum
595,C_ENUMITEM,EnumItem,EnumItem,C/C++ Enum Item
596,C_TYPEDEF,Alias,Alias,C/C++ Typedef
599,BO_UNIVERSE,Package,Module,BO Universe
600,BO_CLASS,Class,Class,BO Class
602,BO_DOCUMENT,File,File_BO,BO Document
603,BO_DATA_PROVIDER,DataModule,DataModule,BO Universe Data Provider
606,CAST_COBOL_SavedParagraph,Paragraph,Paragraph,Cobol Paragraph
610,BO_OBJECT_IND,UIView,ShapeSphere,BO Measure
611,BO_OBJECT_DIM,UIView,ShapeRectangle,BO Dimension
612,BO_OBJECT_DET,UIView,ShapePyramid,BO Detail
615,JCL_PROGRAM,Program,Application_CobolJCL,JCL External Program
616,CAST_JCL_Dataset,Database,Database,JCL Data Set
617,CAST_JCL_Index,Index,Index,JCL Index
618,CAST_COBOL_SortDescription,Function,Sort,Cobol Data Link
619,CAST_COBOL_SavedFileDescription,File,File_PurpleText,Cobol File Link
620,JV_FILE,File,File_Java,Java File
621,JV_IMPORT,Folder,FolderLightBlue,Java Import
623,JSP_TILES_DEF_FILE,File,File_Grey,Tiles Configuration File
627,BO_CONDITION,Condition,Condition,BO Condition
630,BO_LISTOFVALUE,List,List,BO List of Value
637,FORMS_RDF_NON_ORADB_QUERY,SQLNamedQuery,DataQuery,Oracle Report Non OraDB Query
638,FORMS_RDF_UNKNOWN_QUERY,SQLNamedQuery,DataQuery,Oracle Report Unknown Query
639,FORMS_RDF_ELEMENT,Synonym,Synonym,Oracle Report Element
640,FORMS_RDF_GROUP,Package,PackageRed,Oracle Report Group
641,FORMS_RDF_DB_COLUMN,TableColumn,TableColumn,Oracle Report Database Column
642,FORMS_RDF_DATA_LINK,DataSet,DataSet,Oracle Report Data Link
643,FORMS_RDF_SUMMARY_COLUMN,UIView,TemplateColumn,Oracle Report Summary Column
644,FORMS_RDF_FORMULA_COLUMN,UIView,TemplateColumn,Oracle Report Formula Column
645,FORMS_RDF_PLACEHOLDER_COLUMN,UIView,TemplateColumn,Oracle Report Placeholder column
646,FORMS_RDF_USER_UNKNOWN_COLUMN,UIView,TemplateColumn,Oracle Report user column
647,FORMS_RDF_LAYOUT_MODEL,UIView,TemplateLayout,Oracle Report Layout Model
648,FORMS_RDF_PARAMETER_FORM,Variable,Variable,Oracle Report Form Parameter
649,FORMS_RDF_HEADER,UIView,TemplateHeader,Oracle Report Header
650,FORMS_RDF_TRAILER,UIView,TemplateTrailer,Oracle Report Trailer
651,FORMS_RDF_BODY,UIView,TemplateBody,Oracle Report Body
652,FORMS_RDF_MARGIN,UIView,TemplateMargin,Oracle Report Margin
653,FORMS_RDF_REPEATING_FRAME,UIView,TemplateRepeatingRectangle,Oracle Report Repeating Frame
654,FORMS_RDF_FRAME,UIView,Frame,Oracle Report Frame
655,FORMS_RDF_FIELD,UITextField,UITextField,Oracle Report Field
656,FORMS_RDF_BP_TEXT,UIView,TemplateText,Oracle Report BP Text
657,FORMS_RDF_BP_POLYGONE,UIView,TemplatePolygon,Oracle Report BP Polygone
658,FORMS_RDF_BP_POLYLINE,UIView,TemplateText,Oracle Report BP Polyline
659,FORMS_RDF_BP_FREEHAND,UIView,TemplateFreehand,Oracle Report BP Freehand
660,FORMS_RDF_BP_LINE,UIView,TemplateLine,Oracle Report BP Line
661,FORMS_RDF_BP_RECTANGLE,UIView,TemplateFrame,Oracle Report BP Rectangle
662,FORMS_RDF_BP_ROUNDED_RECTANGLE,UIView,TemplateRoundedRectangle,Oracle Report BP Rounded Rectangle
663,FORMS_RDF_BP_ELLIPSE,UIView,TemplateEllipse,Oracle Report BP Ellipse
664,FORMS_RDF_BP_ARC,UIView,TemplateArc,Oracle Report BP Arc
665,FORMS_RDF_BP_IMAGE,UIView,TemplateImage,Oracle Report BP Image
666,FORMS_RDF_BP_UNKNOWN,UIView,TemplateUnknown,Oracle Report BP Unknown
667,FORMS_RDF_BUTTON,UIButton,UIButton,Oracle Report BP Button
668,FORMS_RDF_CHART,UIView,TemplateChart,Oracle Report BP Chart
678,JSP_BEAN_TILES_DEF,Function,FunctionBean,Tiles Definition
679,JSP_BEAN_PROP_TILES_DEF_ATTRIBUTE,Variable,Variable,Tiles Definition Attribute
699,JV_TYPEPARAM,Variable,Variable,Generic Java Type Parameter
746,BO_WEBI_DOCUMENT,File,File_BO,BO WebI Document
747,BO_REPORT,File,ReportRed,BO Report
748,BO_DATA_FILE,File,File_Data,BO File Data Provider
749,BO_DATA_SQL,File,DataObject,BO SQL Data Provider
750,BO_DATA_PROC,DataBlock,DataObject,BO Procedure Data Provider
751,BO_DATA_VBA,DataBlock,DataObject,BO VBA Data Provider
752,BO_DATA_XML,DataBlock,DataObject,BO XML Data Provider
753,BO_DATA_OLAP,DataBlock,DataObject,BO OLAP Data Provider
754,FORMS_RDF_DATA_MODEL,DataBlock,DataObject,Oracle Report Data Model
780,JV_JDO,DataBlock,DataObject,Java Data Object
790,JSP_GENERIC,File,File_UIXML,J2EE XML Object
792,CAST_Web_COMObjetsDirectory,Folder,FolderDarkBlue,COM Object Group
793,CAST_Web_GlobalVariablesDirectory,Folder,FolderDarkBlue,ASP Server Objects
800,COBOL_PSB,Service,ServiceRed,Cobol PSB
801,COBOL_DBD,Service,ServiceRed,Cobol DB Definition
802,CAST_IMS_SegmentPrototype,Service,ServiceRed,IMS Segment
804,CAST_IMS_Folder,Folder,FolderLightBlue,IMS Folder
805,CAST_IMS_SavedDatabase,Database,Database,IMS DB Definition
806,CAST_IMS_AnalyzedSegment,Service,ServiceRed,IMS DB Segment
808,CAST_IMS_AnalyzedProgramSpecificationBlock,Process,ProcessPurple,IMS PSB
809,CAST_IMS_DatabaseProgramControlBlock,Process,ProcessPurple,IMS DB PCB
817,FORMS_RDF_MODULE,Package,Module,Oracle Report Module
818,FORMS_RDF_PROGRAM_UNIT,Service,ServiceBlue,Oracle Report Program Unit
819,FORMS_RDF_PREDEFINED_SOURCE,File,File_Grey,Oracle Report Predefined Source
820,FORMS_RDF_SYSTEM_PARAMETER,Variable,Variable,Oracle Report System Parameter
821,FORMS_RDF_USER_PARAMETER,Variable,Variable,Oracle Report User Parameter
822,FORMS_RDF_QUERY,SQLNamedQuery,DataQuery,Oracle Report Query
823,FORMS_RDF_EXT_FILE_QUERY,SQLNamedQuery,DataQuery,Oracle Report File Query
824,FORMS_RDF_REF_CURSOR_QUERY,SQLNamedQuery,DataQuery,Oracle Report Ref Cursor Query
829,CAST_COBOL_SavedConstantData,DataBlock,DataObjectGreen,Cobol Constant Data
831,CAST_COBOL_GenericData,DataBlock,DataObject,Cobol Data
832,CAST_COBOL_SavedDivision,Section,Section,Cobol Division
837,CAST_IMS_AlternateProgramControlBlock,Process,ProcessGreen,IMS Alternate PCB
890,CAST_COBOL_SavedConditionalTest,Condition,Condition,Cobol Conditional Test
891,COBOL_CICS_FILE,File,File_CICS,Cobol External File
900,JV_ENUM,Enumeration,Enumeration,Java Enum
901,JV_ENUM_ITEM,EnumItem,EnumItem,Java Enum Item
958,JSP_FORWARD,Cursor,CursorBlue,Struts Forward
959,JSP_STXX_PIPELINE,Service,ServicePurple,STXX Pipeline
960,JSP_STXX_TRANSFORM,Service,ServiceOrange,STXX Transform
961,JSP_STXX_TRANSFORMS_FILE,Service,ServiceOrange,STXX Transforms File
965,C_FILESCOPEFOLDER,Folder,FolderLightBlue,C/C++ File Scope Folder
966,CAST_Web_Asp_Object,Class,Class,ASP Server eObject
967,CAST_Web_Asp_Method,Function,FunctionBlue,ASP Server eMethod
968,CAST_Web_Asp_Property,Variable,Variable,ASP Server eProperty
969,CAST_Web_Asp_Collection,Package,PackageRed,ASP Server eCollection
970,CAST_Web_Asp_CollectionItem,Package,PackageOrange,ASP Server eCollectionItem
971,CAST_Web_Constant,Variable,Variable,eConstant
972,JSP_ELFUNCTION,Function,FunctionBlue,JSP EL Function
973,JSP_ATTRIBUTES_SCOPE,Variable,VariablePropertyBlue,Servlet Attributes Scope
975,JV_INST_CLASS,Class,ClassInstance,Java Instantiated Class
976,JV_INST_INTERFACE,Category,Category,Java Instantiated Interface
977,JV_INST_METHOD,Function,FunctionOrange,Java Instantiated Method
978,JV_INST_CTOR,Constructor,ConstructorInstance,Java Instantiated Constructor
979,C_TEMPLATE_PARAM,Variable,VariablePropertyPink,C/C++ Template Parameter
980,C_TEMPLATE_CLASS_INSTANCE,Class,ClassInstance,C++ Class Specialization
981,C_TEMPLATE_FUNCTION_INSTANCE,Function,FunctionOrange,C/C++ Function Specialization
982,C_TEMPLATE_METHOD_INSTANCE,Function,FunctionOrangeBracket,C++ Method Specialization
983,CAST_Forms_ModuleParameter,DataBlock,DataObject,Oracle Forms Menu Module Parameter
984,CAST_Forms_DataBlock_Relation,DataBlock,DataBlockRelation,Oracle Forms Data Block Relation
985,SPRING_BEANS_FILE,File,File_Grey,Spring Beans File
986,SPRING_BEAN,Beans,Beans,Spring Bean
987,XML_BEAN,Beans,Beans,Xml Bean
988,JV_GENERIC_METHOD,Function,FunctionOrange,Generic Java Method
989,JV_GENERIC_CLASS,Category,Interface,Generic Java Class
990,JV_GENERIC_INTERFACE,Category,Category,Generic Java Interface
991,JV_GENERIC_CTOR,Constructor,VirtualConstructor,Generic Java Constructor
992,SPRING_CONTROLLER,Package,PackageOrange,Spring Controller
993,SPRING_VIEW,UIView,UIView,Spring View
994,C_TEMPLATE_CLASS,Category,Interface,C++ Class Template 
995,C_TEMPLATE_FUNCTION,Function,FunctionPurple,C++ Function Template
996,C_TEMPLATE_METHOD,Function,FunctionPurple,C++ Method Template
998,C_TEMPLATE_CTOR_INSTANCE,Constructor,ConstructorInstance,C++ Constructor Specialization
999,C_TEMPLATE_CTOR,Constructor,VirtualConstructor,C++ Constructor Template
36117,CAST_Oracle_DefaultConstraint,UniqueKey,ConstraintBasic,Oracle default table constraint
114000,JCL_PSB,Service,ServiceRed,JCL External PSB
114001,CAST_IMS_GSAMProgramControlBlock,Process,ProcessRed,IMS GSAM PCB
114002,CAST_IMS_AnalyzedFile,File,File_PurpleText,IMS FILE
114005,CICS_FOLDER,Folder,FolderLightBlue,CICS Folder
114006,CICS_BMS,File,File_Grey,CICS Map definition
114007,CICS_CSDFILE,File,File_Grey,CICS Definition File
114008,CICS_CSDGROUP,Service,ServiceRed,CICS Group
114009,CICS_DATASET,DataSet,DataSet,CICS DataSet
114010,CICS_TRANSACTION,Cursor,CursorRed,CICS Transaction
114011,CICS_DB2TRANS,Cursor,CursorRed,CICS DB2 Transaction
114014,CICS_MAPSET,List,ListRedCorner,CICS Mapset
114015,CICS_MAP,List,List,CICS Map
114016,CICS_TDQUEUE,Queue,Queue,CICS Transient Data
114017,CICS_TSMODEL,DataModule,DataModule,CICS Temporary Storage
114018,CAST_CICS_TransactionPrototype,Cursor,CursorRed,Cobol Transaction
114019,COBOL_CICS_QUEUE,Queue,Queue,Cobol Transient Data
114020,COBOL_CICS_MAP,List,List,Cobol Map
114021,CAST_COBOL_Literal,Variable,Variable,Cobol Literal
133005,abapProgram,Package,Application_SAP,ABAP Program
133006,abapInclude,Namespace,Namespace,ABAP Include
133007,abapFunctionPool,Function,FunctionBlue,ABAP Function Pool
133008,abapTypePool,DataBlock,DataObject,ABAP Type Pool
133009,abapForm,Form,Form,ABAP Form
133010,abapFunction,Function,FunctionBlue,ABAP Function
133011,abapEventBlock,EventHandler,EventHandler,ABAP Event Block
133012,abapProcessingScreen,UIView,UIView,ABAP Processing Screen
133013,abapMacro,Macro,Macro,ABAP Macro
133014,abapModule,Package,PackageRed,ABAP Module
133015,abapUnresolvedObject,Package,PackageGrey,ABAP Unresolved Object
133018,abapUnresolvedFolder,Folder,FolderGrey,ABAP Unresolved Folder
133021,abapFrame,UIView,Frame,ABAP Frame
133022,abapModulePool,Package,PackageRed,ABAP Module Pool
133031,SAPTable,Table,Table,SAP Table
133032,SAPView,UIView,UIView,SAP View
133035,abapUserExit,Package,PackageOrange,ABAP User-Exit
133036,abapBadi,Package,Application_SAP,ABAP BADI
133037,abapSelectionScreen,UIView,UIView,ABAP Selection Screen
133038,abapBookmarkFile,File,File_Grey,ABAP File used for bookmark (invisible)
133039,CAST_ABAP_Package,Folder,FolderLightBlue,ABAP Package
133040,SAPTransactionFile,File,File_Grey,SAP Transaction File
133041,SAPTransaction,Cursor,CursorBlue,SAP Transaction
133042,abapFlowLogicFile,File,File_Grey,ABAP Flow Logic File
136001,FORM_VALIDATION_FILE,Function,FunctionValidator,Form Validation File
136002,VALIDATION_FORM,Function,FunctionValidator,Validation Form
136003,VALIDATION_FORM_FIELD,Function,FunctionValidator,Validation Form Field
136004,STRUTS_CONFIG_FILE,File,File_Grey,Struts Configuration File
136005,STRUTS_FORM_BEAN,ListBean,ListBean,Struts Form Bean
136006,VALIDATION_FORMS_SET,Function,FunctionValidator,Validation Forms Set
136007,HIB_CONFIG_FILE,File,File_Grey,Hibernate Configuration File
136008,HIB_MAPPING_FILE,File,File_Grey,Hibernate Mapping File
136009,HIB_ENTITY,DataBlock,DataObject,Hibernate Entity
136010,HIB_ENTITY_PROPERTY,Variable,Variable,Hibernate Entity Property
136011,HIB_HQL_NAMED_QUERY,SQLNamedQuery,SQLNamedQuery,Hibernate HQL Named Query
136012,HIB_SQL_NAMED_QUERY,SQLNamedQuery,SQLNamedQuery,Hibernate SQL Named Query
136013,JSF_FACES_CONFIG_FILE,File,File_Grey,JSF Faces Config File
136014,JSF_MANAGED_BEAN,Beans,Beans,JSF Managed Bean
136015,JSF_OUTCOME,Function,FunctionAction,JSF Outcome
136016,JSF_VALIDATOR,Function,FunctionValidator,JSF Validator
136017,JSF_CONVERTER,Function,FunctionAction,JSF Converter
136018,JSF_VIEW_ID_PATTERN,UIView,UIView,JSF View Id Pattern
136019,JSF_INPUT_FIELD,UITextField,UITextField,JSF Input Field
136020,JPA_ORM_CONFIG_FILE,File,File_Grey,JPA ORM Configuration File
136021,JPA_ENTITY,DataBlock,DataObject,JPA Entity
136022,JPA_ENTITY_PROPERTY,Variable,Variable,JPA Entity Property
136023,JPA_EMBEDDABLE,DataBlock,DataObject,JPA Embeddable
136024,JPA_EMBEDDABLE_PROPERTY,Variable,Variable,JPA Embeddable Property
136025,JPA_NAMED_QUERY,SQLNamedQuery,SQLNamedQuery,JPA Named Query
136026,JPA_NAMED_NATIVE_QUERY,SQLNamedQuery,SQLNamedQuery,JPA Named Native Query
136027,JPA_SQL_RESULT_SET,DataSet,DataSet,JPA Result Set
136028,JPA_PERS_CONFIG_FILE,File,File_Grey,JPA Persistence configuration File
136029,JPA_PERSISTENCE_UNIT,DataBlock,DataObject,JPA Persistence Unit
136997,URL,Folder,FolderLightBlue,URL
137004,SAPUnresolvedFolder,Folder,FolderGrey,SAP Unresolved Folder
137006,AbapClassPool,Class,Class,ABAP Class Pool
137007,AbapInterfacePool,UIView,Frame,ABAP Interface Pool
137008,AbapClass,Class,Class,ABAP Class
137009,AbapInterface,UIView,Frame,ABAP Interface
137010,AbapMethod,Function,FunctionBlue,ABAP Method
137011,AbapConstructor,Constructor,Constructor,ABAP Constructor
137012,AbapEvent,EventHandler,EventHandler,ABAP Event
137013,AbapMember,Synonym,Synonym,ABAP Member
137066,CAST_DotNet_DelegateCSharp,Package,Module,C# Delegate
137067,CAST_DotNet_ClassCSharp,Class,Class,C# Class
137068,CAST_DotNet_PropertyCSharp,Variable,VariablePropertyBlue,C# Property
137069,CAST_DotNet_PropertySetterCSharp,PropertySetter,PropertySetter,C# Property Set
137070,CAST_DotNet_PropertyGetterCSharp,PropertyGetter,PropertyGetter,C# Property Get
137071,CAST_DotNet_ConstructorCSharp,Constructor,Constructor,C# Constructor
137072,CAST_DotNet_DestructorCSharp,Destructor,Destructor,C# Destructor
137088,CAST_DotNet_ClassExternal,Class,ClassExternal,.NET Class
137089,CAST_DotNet_InterfaceExternal,Category,InterfaceExternal,.NET Interface
137090,CAST_DotNet_StructureExternal,Class,ClassExternal,.NET Structure
137091,CAST_DotNet_EnumerationExternal,Enumeration,EnumerationExternal,.NET Enumeration
137092,CAST_DotNet_DelegateExternal,Package,PackageGrey,.NET Delegate
137093,CAST_DotNet_MethodExternal,Function,FunctionExternal,.NET Method
137094,CAST_DotNet_ConstructorExternal,Constructor,ConstructorExternal,.NET Constructor
137095,CAST_DotNet_DestructorExternal,Destructor,DestructorExternal,.NET Destructor
137096,CAST_DotNet_ConstantExternal,Variable,VariableExternal,.NET Constant Field
137097,CAST_DotNet_EnumerationItemExternal,EnumItem,EnumItemExternal,.NET Enumeration Item
137098,CAST_DotNet_PropertyExternal,Variable,VariableExternal,.NET Property
137099,CAST_DotNet_PropertySetterExternal,Category,InterfaceExternal,.NET Property Set
137100,CAST_DotNet_PropertyGetterExternal,Category,InterfaceExternal,.NET Property Get
137102,CAST_DotNet_InterfaceVB,Category,Interface,VB.NET Interface
137103,CAST_DotNet_StructureVB,Category,Category,VB.NET Structure
137104,CAST_DotNet_EnumerationVB,Enumeration,Enumeration,VB.NET Enumeration
137105,CAST_DotNet_DelegateVB,Package,Module,VB.NET Delegate
137106,CAST_DotNet_ClassVB,Class,Class,VB.NET Class
137107,CAST_DotNet_ModuleVB,Package,PackageRed,VB.NET Module
137109,CAST_DotNet_PropertyVB,Variable,VariablePropertyBlue,VB.NET Property
137110,CAST_DotNet_PropertySetterVB,PropertySetter,PropertySetter,VB.NET Property Set
137111,CAST_DotNet_PropertyGetterVB,PropertyGetter,PropertyGetter,VB.NET Property Get
137112,CAST_DotNet_ConstructorVB,Constructor,Constructor,VB.NET Constructor
137113,CAST_DotNet_DestructorVB,Destructor,Destructor,VB.NET Destructor
137114,CAST_DotNet_NamespaceDotNet,Namespace,Namespace,.NET Namespace
137115,CAST_DotNet_InterfaceCSharp,Category,Interface,C# Interface
137116,CAST_DotNet_StructureCSharp,Category,Category,C# Structure
137117,CAST_DotNet_EnumerationCSharp,Enumeration,Enumeration,C# Enumeration
137126,CAST_Java_AnnotationType,Process,Annotation,Java Annotation Type
137127,CAST_Java_AnnotationTypeMethod,Function,FunctionAnnotation,Java Annotation Type Method
137131,AbapEventMethod,Function,FunctionBlue,ABAP Event Method
137138,AbapAlias,Alias,Alias,ABAP Alias
137220,CAST_ABAP_FileLevelCodeUnit,File,File_Grey,ABAP File Level Code
137241,CAST_DotNet_EnumerationItemCSharp,EnumItem,EnumItem,C# Enumeration Item
137246,CAST_DotNet_FieldCSharp,Variable,Variable,C# Field
137247,CAST_DotNet_ConstantCSharp,Variable,Variable,C# Constant field
137248,CAST_DotNet_EventCSharp,EventHandler,EventHandler,C# Event
137249,CAST_DotNet_EventAddonCSharp,Function,FunctionGreen,C# Event Add
137250,CAST_DotNet_EventRemoveonCSharp,Function,FunctionGreen,C# Event Remove
137251,CAST_DotNet_MethodCSharp,Function,FunctionGreen,C# Method
137263,CAST_DotNet_IndexerCSharp,Index,Index,C# Indexer
137267,CAST_DotNet_ClassBrowser,Folder,FolderDarkBlue,.NET Class browser
137268,CAST_DotNet_FileBrowser,Folder,FolderLightBlue,.NET File browser
137269,CAST_DotNet_ProjectReferences,Service,ServiceBlue,.NET Project references
137278,CAST_DotNet_Directory,Folder,FolderLightBlue,.NET directory
137489,CAST_ABAP_SAPModule,Package,PackageRed,SAP Module
137569,CAST_DotNet_IndexerSetterCSharp,Index,Index,C# Indexer Set
137570,CAST_DotNet_IndexerGetterCSharp,Index,Index,C# Indexer Get
137575,CAST_DotNet_CustomAttribute,,,.NET Custom Attribute
137576,CAST_DotNet_CustomAttributeNamedArgument,,,.NET attribute named argument
137582,CAST_DotNet_GenericInterfaceCSharp,Category,Interface,C# Generic Interface
137583,CAST_DotNet_GenericStructureCSharp,Category,Category,C# Generic Structure
137584,CAST_DotNet_GenericDelegateCSharp,Package,Module,C# Generic Delegate
137585,CAST_DotNet_GenericClassCSharp,Class,Class,C# Generic Class
137586,CAST_DotNet_GenericMethodCSharp,Function,FunctionGreen,C# Generic Method
137590,CAST_DotNet_TypeParameterCSharp,Variable,Variable,C# Generic Type Parameter
137593,CAST_DotNet_SkinControlType,Variable,VariablePropertyPink,.NET Skin Control
137607,CAST_DotNet_GlobalNamespace,Namespace,Namespace,.NET Global Namespace
137621,CAST_DotNet_InstantiatedGenericInterfaceCSharp,Category,Interface,C# Instantiated Interface
137622,CAST_DotNet_InstantiatedGenericClassCSharp,Class,ClassInstance,C# Instantiated Class
137623,CAST_DotNet_InstantiatedGenericStructureCSharp,Class,ClassInstance,C# Instantiated Structure
137624,CAST_DotNet_InstantiatedGenericDelegateCSharp,Package,Module,C# Instantiated Delegate
137626,CAST_DotNet_AppSettingType,Variable,PropertyOutlet,.NET AppSetting found in configuration file
137643,CAST_SAP_BAPI,Function,FunctionBlue,SAP BAPI
137644,CAST_SAP_BAPI_METHOD,Function,FunctionBlue,SAP BAPI Method
137645,CAST_SAP_BAPI_KEY_FIELD,UITextField,UITextField,SAP BAPI Key Field
137646,CAST_SAP_BAPI_ATTRIBUTE,Variable,PropertyOutlet,SAP BAPI Attribute
137647,CAST_SAP_BAPI_EVENT,EventHandler,EventHandler,SAP BAPI Event
137648,CAST_SAP_BAPI_File,File,File_Grey,SAP BAPI File
137713,CAST_Web_HTC_Class,Class,Class,HTC Class
137714,CAST_Web_HTC_Property,Variable,VariablePropertyBlue,eProperty
137715,CAST_Web_HTC_Event,EventHandler,EventHandler,HTC Event
